recommender,TopK,shrink,MAP
ItemKNNCFRecommender,82,171,0.0026960843077225706
ItemKNNCFRecommender,374,186,0.0028346811872179785
ItemKNNCFRecommender,46,76,0.0025724951741605486
ItemKNNCFRecommender,375,158,0.0028379931884966727
ItemKNNCFRecommender,74,182,0.002701670908487328
ItemKNNCFRecommender,367,40,0.00262346618223845
ItemKNNCFRecommender,473,32,0.002586657629744382
ItemKNNCFRecommender,343,41,0.0025993677228185338
ItemKNNCFRecommender,20,110,0.0024548307575031044
ItemKNNCFRecommender,162,171,0.002678133414481206
ItemKNNCFRecommender,231,127,0.0027165480186394195
ItemKNNCFRecommender,379,139,0.0028130033319808665
ItemKNNCFRecommender,497,200,0.002813402923782474
ItemKNNCFRecommender,294,148,0.0028237308349624364
ItemKNNCFRecommender,422,86,0.0026644012885298704
ItemKNNCFRecommender,271,153,0.002780866929782498
ItemKNNCFRecommender,434,199,0.0027975191496686456
ItemKNNCFRecommender,218,114,0.002721473756039983
ItemKNNCFRecommender,307,162,0.002840536744003047
ItemKNNCFRecommender,313,89,0.002699711371767915
ItemKNNCFRecommender,163,11,0.0023206370722830814
ItemKNNCFRecommender,403,164,0.002830470104385672
ItemKNNCFRecommender,315,182,0.002821694453665792
ItemKNNCFRecommender,345,134,0.0028007312529969358
ItemKNNCFRecommender,439,180,0.0027857081381481045
ItemKNNCFRecommender,258,162,0.0028084310796355704
ItemKNNCFRecommender,390,190,0.002807355255554324
ItemKNNCFRecommender,337,149,0.0028138409378726946
ItemKNNCFRecommender,181,121,0.002664439710818488
ItemKNNCFRecommender,280,167,0.0028423118537371037
ItemKNNCFRecommender,125,161,0.0026643244439526373
ItemKNNCFRecommender,302,171,0.002839791351603898
ItemKNNCFRecommender,226,173,0.002740200779511391
ItemKNNCFRecommender,281,137,0.002793561653941203
ItemKNNCFRecommender,308,154,0.002828718048024785
ItemKNNCFRecommender,247,189,0.0028083849728892333
ItemKNNCFRecommender,356,173,0.0028531853614154126
ItemKNNCFRecommender,356,172,0.002843964012147588
ItemKNNCFRecommender,354,143,0.002812719007045109
ItemKNNCFRecommender,326,174,0.002840091045455102
ItemKNNCFRecommender,193,99,0.0026531128201345085
ItemKNNCFRecommender,334,174,0.0028379701351235022
ItemKNNCFRecommender,366,189,0.002817314312763574
ItemKNNCFRecommender,409,164,0.0028175602154107172
ItemKNNCFRecommender,277,177,0.002822939335816949
ItemKNNCFRecommender,320,194,0.0028496966176090872
ItemKNNCFRecommender,367,196,0.002832790810618074
ItemKNNCFRecommender,456,186,0.0028113204357394883
ItemKNNCFRecommender,248,56,0.0026040398731142327
ItemKNNCFRecommender,291,194,0.0028613385710597166
ItemKNNCFRecommender,395,194,0.002811527916098015
ItemKNNCFRecommender,294,200,0.002853239152619477
ItemKNNCFRecommender,283,200,0.0028411207627900108
ItemKNNCFRecommender,260,185,0.0027882286402813117
ItemKNNCFRecommender,355,169,0.0028469532662019083
ItemKNNCFRecommender,355,180,0.0028370787380276124
ItemKNNCFRecommender,383,190,0.002824599178685156
ItemKNNCFRecommender,330,193,0.00284235027602572
ItemKNNCFRecommender,420,155,0.002791602117221791
ItemKNNCFRecommender,294,200,0.002853239152619477
ItemKNNCFRecommender,297,200,0.002853377472858495
ItemKNNCFRecommender,326,198,0.002840628957495727
ItemKNNCFRecommender,290,182,0.002817736957938351
ItemKNNCFRecommender,315,200,0.0028447478268353553
ItemKNNCFRecommender,239,184,0.0027669350079303602
ItemKNNCFRecommender,268,193,0.002818751306357813
ItemKNNCFRecommender,219,193,0.0027471859515817696
ItemKNNCFRecommender,294,179,0.002827227263226487
ItemKNNCFRecommender,205,186,0.002720228873888828
ItemKNNCFRecommender,301,66,0.0026904439157537504
ItemKNNCFRecommender,317,195,0.00285814183664687
ItemKNNCFRecommender,346,167,0.0028365485104447125
ItemKNNCFRecommender,320,200,0.0028386924741494834
ItemKNNCFRecommender,267,194,0.0028300474592108985
ItemKNNCFRecommender,377,189,0.0028269967294947906
ItemKNNCFRecommender,301,178,0.002832936815314815
ItemKNNCFRecommender,341,168,0.0028376781257300207
ItemKNNCFRecommender,309,128,0.0027851394882765887
ItemKNNCFRecommender,90,183,0.0027231720211968076
ItemKNNCFRecommender,289,195,0.002852332386608141
ItemKNNCFRecommender,290,194,0.00286168437165726
ItemKNNCFRecommender,292,196,0.0028613385710597166
ItemKNNCFRecommender,289,187,0.0028206954741617782
ItemKNNCFRecommender,257,196,0.002816668818314829
ItemKNNCFRecommender,239,189,0.0027692864519936558
ItemKNNCFRecommender,273,200,0.0028343200177049902
ItemKNNCFRecommender,293,177,0.0028270735740720237
ItemKNNCFRecommender,279,196,0.00284941229267333
ItemKNNCFRecommender,248,191,0.0028137640932954645
ItemKNNCFRecommender,332,183,0.0028211104348788295
ItemKNNCFRecommender,309,175,0.0028362411321357856
ItemKNNCFRecommender,317,195,0.00285814183664687
ItemKNNCFRecommender,265,196,0.0028337590522911978
ItemKNNCFRecommender,301,190,0.002840152521116888
ItemKNNCFRecommender,345,186,0.00281373335546457
ItemKNNCFRecommender,322,200,0.0028349270898651215
ItemKNNCFRecommender,285,30,0.0025364089606924596
ItemKNNCFRecommender,364,195,0.002839614609076264
ItemKNNCFRecommender,17,181,0.0024122204394280296
ItemKNNCFRecommender,314,191,0.002826412710707829
ItemKNNCFRecommender,274,197,0.0028335054651863326
ItemKNNCFRecommender,322,193,0.0028387232119803756
ItemKNNCFRecommender,295,187,0.0028354342640748514
ItemKNNCFRecommender,330,196,0.0028477601342628443
ItemKNNCFRecommender,302,184,0.0028263512350460433
ItemKNNCFRecommender,287,105,0.0027585973713007013
ItemKNNCFRecommender,338,192,0.0028276191705703694
ItemKNNCFRecommender,260,179,0.0027948680117541452
ItemKNNCFRecommender,315,200,0.0028447478268353553
ItemKNNCFRecommender,279,188,0.0028220786765519516
ItemKNNCFRecommender,304,175,0.002840114098828272
ItemKNNCFRecommender,275,196,0.002837470645371497
ItemKNNCFRecommender,232,194,0.0027627008717248844
ItemKNNCFRecommender,249,89,0.0026351235046045253
ItemKNNCFRecommender,293,197,0.0028528088229869786
ItemKNNCFRecommender,319,190,0.0028354188951594046
ItemKNNCFRecommender,297,185,0.002829517231627997
ItemKNNCFRecommender,351,198,0.002838876901134839
ItemKNNCFRecommender,288,181,0.0028232236607527066
ItemKNNCFRecommender,333,192,0.0028292329066922383
ItemKNNCFRecommender,311,200,0.002844179176963839
ItemKNNCFRecommender,281,196,0.0028547376218754986
ItemKNNCFRecommender,264,188,0.0027838946061254344
ItemKNNCFRecommender,286,196,0.0028469148439132937
ItemKNNCFRecommender,306,192,0.00283410485288874
ItemKNNCFRecommender,324,185,0.002821102750421107
ItemKNNCFRecommender,269,197,0.0028260131189062248
ItemKNNCFRecommender,295,200,0.0028578651961688357
ItemKNNCFRecommender,296,200,0.0028552601650006755
ItemKNNCFRecommender,297,117,0.002794798851634636
ItemKNNCFRecommender,254,200,0.00282154076451133
ItemKNNCFRecommender,279,192,0.002831207812327099
ItemKNNCFRecommender,292,196,0.0028613385710597166
ItemKNNCFRecommender,308,200,0.0028454163746572726
ItemKNNCFRecommender,293,188,0.0028343584399936053
ItemKNNCFRecommender,269,196,0.0028344276001131146
ItemKNNCFRecommender,283,191,0.002834542866978962
ItemKNNCFRecommender,313,183,0.0028204879938032515
ItemKNNCFRecommender,298,194,0.0028601859024012387
ItemKNNCFRecommender,302,188,0.002831753408825444
ItemKNNCFRecommender,339,194,0.002846930212828739
ItemKNNCFRecommender,40,200,0.002600166906421746
ItemKNNCFRecommender,295,196,0.0028610696150394048
ItemKNNCFRecommender,277,193,0.0028332749314546363
ItemKNNCFRecommender,327,188,0.002823899893032347
ItemKNNCFRecommender,299,197,0.0028513871983081892
ItemKNNCFRecommender,314,81,0.002679378296632361
ItemKNNCFRecommender,286,181,0.0028239152619477935
