recommender,TopK,shrink,MAP
ItemKNNCFRecommender,433,93,0.0027025315677523263
ItemKNNCFRecommender,498,49,0.0026252028696838905
ItemKNNCFRecommender,450,118,0.002772744457969089
ItemKNNCFRecommender,369,131,0.0028102446116582427
ItemKNNCFRecommender,172,22,0.002425453075627357
ItemKNNCFRecommender,193,61,0.002574362497387284
ItemKNNCFRecommender,211,57,0.002585566436747691
ItemKNNCFRecommender,174,133,0.002689406513961123
ItemKNNCFRecommender,486,162,0.002826374288419213
ItemKNNCFRecommender,231,36,0.0025284786003221312
ItemKNNCFRecommender,82,192,0.002696414739404669
ItemKNNCFRecommender,350,170,0.0028303240996889307
ItemKNNCFRecommender,318,180,0.0028361335497276608
ItemKNNCFRecommender,323,193,0.0028348502452878893
ItemKNNCFRecommender,320,197,0.002838100770904797
ItemKNNCFRecommender,294,160,0.002825221619760735
ItemKNNCFRecommender,276,194,0.002836502403698375
ItemKNNCFRecommender,13,83,0.002392978557289169
ItemKNNCFRecommender,272,141,0.0027761256193672913
ItemKNNCFRecommender,395,197,0.0027983183332718565
ItemKNNCFRecommender,131,155,0.0026845806745109608
ItemKNNCFRecommender,306,181,0.0028280110779142515
ItemKNNCFRecommender,248,174,0.0028031288038065727
ItemKNNCFRecommender,337,182,0.0028152702470092064
ItemKNNCFRecommender,397,200,0.0027997937491547084
ItemKNNCFRecommender,267,113,0.002747900606150024
ItemKNNCFRecommender,290,148,0.0028289178439255876
ItemKNNCFRecommender,365,183,0.0028197887081504412
ItemKNNCFRecommender,401,167,0.0028245991786851558
ItemKNNCFRecommender,447,102,0.00274323614031205
ItemKNNCFRecommender,232,84,0.0026639555899819257
ItemKNNCFRecommender,321,188,0.0028209413768089196
ItemKNNCFRecommender,318,200,0.0028486976381050734
ItemKNNCFRecommender,272,200,0.0028347810851683817
ItemKNNCFRecommender,357,174,0.0028518943725179173
ItemKNNCFRecommender,420,151,0.0027785769613809883
ItemKNNCFRecommender,365,172,0.0028637822286156894
ItemKNNCFRecommender,374,126,0.002794184095016781
ItemKNNCFRecommender,469,172,0.0028251370907257795
ItemKNNCFRecommender,346,138,0.0028039356718675052
ItemKNNCFRecommender,429,165,0.0028055955147357143
ItemKNNCFRecommender,370,188,0.002828018762371975
ItemKNNCFRecommender,339,177,0.002821832773904809
ItemKNNCFRecommender,283,189,0.002829163746572731
ItemKNNCFRecommender,209,191,0.0027186996668019134
ItemKNNCFRecommender,245,18,0.00239841146889946
ItemKNNCFRecommender,307,159,0.0028218788806511487
ItemKNNCFRecommender,365,200,0.002830277992942592
ItemKNNCFRecommender,384,174,0.0028251831974721187
ItemKNNCFRecommender,414,144,0.0027817122201320484
ItemKNNCFRecommender,150,166,0.002646411972999888
ItemKNNCFRecommender,305,182,0.002829624814036121
ItemKNNCFRecommender,324,192,0.0028331904024196807
ItemKNNCFRecommender,353,179,0.0028257287939704645
ItemKNNCFRecommender,318,36,0.0025929973073660116
ItemKNNCFRecommender,260,155,0.002795759408850035
ItemKNNCFRecommender,290,184,0.0028137333554645702
ItemKNNCFRecommender,330,66,0.0026572547428473053
ItemKNNCFRecommender,216,194,0.0027455952688330695
ItemKNNCFRecommender,351,172,0.0028210720125902127
ItemKNNCFRecommender,298,161,0.0028351115168504764
ItemKNNCFRecommender,309,162,0.0028384926782486788
ItemKNNCFRecommender,272,186,0.002817398841798531
ItemKNNCFRecommender,313,177,0.0028257057405972953
ItemKNNCFRecommender,389,195,0.0028250371927753784
ItemKNNCFRecommender,338,168,0.002840636641953448
ItemKNNCFRecommender,356,169,0.0028459619711556166
ItemKNNCFRecommender,358,154,0.0028305623178783504
ItemKNNCFRecommender,337,127,0.0027940380903200396
ItemKNNCFRecommender,406,169,0.002823415772195785
ItemKNNCFRecommender,386,147,0.0028181365497399564
ItemKNNCFRecommender,285,161,0.0028349731966114595
ItemKNNCFRecommender,375,177,0.002832053102676648
ItemKNNCFRecommender,335,136,0.0028101523981655632
ItemKNNCFRecommender,248,196,0.0028347426628797666
ItemKNNCFRecommender,345,185,0.0028085693998745878
ItemKNNCFRecommender,301,171,0.002840329263644521
ItemKNNCFRecommender,36,165,0.00255451354308829
ItemKNNCFRecommender,359,172,0.0028505265390431907
ItemKNNCFRecommender,443,151,0.002804696433182102
ItemKNNCFRecommender,364,158,0.002842557756384246
ItemKNNCFRecommender,365,170,0.0028608775035963247
ItemKNNCFRecommender,362,171,0.002848966594125384
ItemKNNCFRecommender,364,157,0.0028436643182963854
ItemKNNCFRecommender,379,157,0.002837639703441406
ItemKNNCFRecommender,363,111,0.002784616945151413
ItemKNNCFRecommender,399,145,0.002781681482301156
ItemKNNCFRecommender,418,175,0.0027760948815363983
ItemKNNCFRecommender,361,165,0.002855974819568931
ItemKNNCFRecommender,462,165,0.0028075550514551273
ItemKNNCFRecommender,411,152,0.0027849704302066805
ItemKNNCFRecommender,357,181,0.002833182717961956
ItemKNNCFRecommender,374,140,0.002819642703453701
ItemKNNCFRecommender,392,157,0.0027997245890351995
ItemKNNCFRecommender,363,170,0.0028568201099184814
ItemKNNCFRecommender,428,169,0.0028080084344607953
ItemKNNCFRecommender,348,172,0.0028244378050729687
ItemKNNCFRecommender,380,163,0.0028565665228136167
ItemKNNCFRecommender,326,164,0.0028595327234947664
ItemKNNCFRecommender,326,179,0.002835196045885432
ItemKNNCFRecommender,385,97,0.002721857978926142
ItemKNNCFRecommender,353,165,0.0028367713597186846
ItemKNNCFRecommender,373,187,0.00282882563043291
ItemKNNCFRecommender,400,163,0.002824522334107925
ItemKNNCFRecommender,343,176,0.002819950081762628
ItemKNNCFRecommender,330,173,0.002840275472440459
ItemKNNCFRecommender,383,150,0.00281496286870028
ItemKNNCFRecommender,320,169,0.0028534466329780015
ItemKNNCFRecommender,322,190,0.002826220599264749
ItemKNNCFRecommender,315,181,0.002821371706441418
ItemKNNCFRecommender,370,161,0.0028467150480124903
ItemKNNCFRecommender,367,161,0.0028490588076180625
ItemKNNCFRecommender,333,168,0.0028462539805490976
ItemKNNCFRecommender,347,175,0.002827096627445192
ItemKNNCFRecommender,391,164,0.0028313768703970075
ItemKNNCFRecommender,359,183,0.0028124193131939044
ItemKNNCFRecommender,379,172,0.0028437411628736164
ItemKNNCFRecommender,341,179,0.0028235233546039097
ItemKNNCFRecommender,407,143,0.002786553428497657
ItemKNNCFRecommender,369,168,0.0028604779117947184
ItemKNNCFRecommender,367,160,0.0028425347030110767
ItemKNNCFRecommender,355,167,0.0028387770031844364
ItemKNNCFRecommender,377,155,0.00283919196390149
ItemKNNCFRecommender,395,170,0.002816791769638397
ItemKNNCFRecommender,346,148,0.0028110822175500703
ItemKNNCFRecommender,330,176,0.0028324526944782545
ItemKNNCFRecommender,316,162,0.0028443866573223636
ItemKNNCFRecommender,298,185,0.0028291714310304536
ItemKNNCFRecommender,369,153,0.002830539264505181
ItemKNNCFRecommender,359,166,0.0028572888618395953
ItemKNNCFRecommender,361,171,0.002848966594125384
ItemKNNCFRecommender,361,167,0.0028579036184574504
ItemKNNCFRecommender,383,168,0.0028286642568207225
ItemKNNCFRecommender,352,159,0.0028120581436809145
ItemKNNCFRecommender,369,174,0.0028629215693506916
ItemKNNCFRecommender,391,166,0.0028242994848339522
ItemKNNCFRecommender,340,178,0.0028215868712576663
ItemKNNCFRecommender,374,83,0.002665538588272902
ItemKNNCFRecommender,401,174,0.002820441887056912
ItemKNNCFRecommender,353,163,0.0028429035569817883
ItemKNNCFRecommender,382,158,0.002821802036073917
ItemKNNCFRecommender,367,171,0.0028539922294763486
ItemKNNCFRecommender,362,166,0.002856428202574599
ItemKNNCFRecommender,338,167,0.0028423579604834417
ItemKNNCFRecommender,360,175,0.0028408979135160365
ItemKNNCFRecommender,372,180,0.0028346427649293625
ItemKNNCFRecommender,348,171,0.0028237923106242215
ItemKNNCFRecommender,421,165,0.0027958285689695436
ItemKNNCFRecommender,387,174,0.0028240766355599792
ItemKNNCFRecommender,362,183,0.0028209183234357495
ItemKNNCFRecommender,90,168,0.0027341915335718572
ItemKNNCFRecommender,367,161,0.0028490588076180625
ItemKNNCFRecommender,378,164,0.0028617304784035987
ItemKNNCFRecommender,376,164,0.0028617304784035987
ItemKNNCFRecommender,403,155,0.0027977112611117247
ItemKNNCFRecommender,378,164,0.0028617304784035987
ItemKNNCFRecommender,378,164,0.0028617304784035987
ItemKNNCFRecommender,393,164,0.0028252907798802436
ItemKNNCFRecommender,382,156,0.0028338205279529825
ItemKNNCFRecommender,376,151,0.0028240612666445342
ItemKNNCFRecommender,393,163,0.0028223860548608785
ItemKNNCFRecommender,409,168,0.0028125499489751985
ItemKNNCFRecommender,372,159,0.002838984483542964
ItemKNNCFRecommender,382,169,0.0028329982909766002
ItemKNNCFRecommender,351,166,0.002828618150074383
ItemKNNCFRecommender,368,47,0.002622674683092962
ItemKNNCFRecommender,379,11,0.0024195129898073333
ItemKNNCFRecommender,329,178,0.002832721650498566
ItemKNNCFRecommender,356,172,0.002843964012147588
ItemKNNCFRecommender,398,162,0.0028176063221570556
ItemKNNCFRecommender,338,158,0.002822055623178782
ItemKNNCFRecommender,363,174,0.0028483134152189125
ItemKNNCFRecommender,348,170,0.002831860991233568
ItemKNNCFRecommender,373,166,0.002858464583871244
ItemKNNCFRecommender,390,165,0.0028244147516998
ItemKNNCFRecommender,374,165,0.002853876962610501
ItemKNNCFRecommender,374,154,0.002840052623166487
ItemKNNCFRecommender,386,164,0.002833589994221286
ItemKNNCFRecommender,416,161,0.0027979802171320353
ItemKNNCFRecommender,371,177,0.002842657654334647
ItemKNNCFRecommender,361,167,0.0028579036184574504
ItemKNNCFRecommender,359,168,0.002856827794376204
ItemKNNCFRecommender,360,170,0.002857680769183478
ItemKNNCFRecommender,355,168,0.0028467381013856587
ItemKNNCFRecommender,490,160,0.0028048117000479497
ItemKNNCFRecommender,343,175,0.0028299782990913874
ItemKNNCFRecommender,360,167,0.002858549112906198
ItemKNNCFRecommender,359,172,0.0028505265390431907
ItemKNNCFRecommender,385,168,0.002827988024541082
ItemKNNCFRecommender,351,157,0.0028138102000418016
ItemKNNCFRecommender,377,163,0.0028597939950573553
ItemKNNCFRecommender,377,165,0.0028536617977942516
ItemKNNCFRecommender,364,162,0.002859686412649231
ItemKNNCFRecommender,368,161,0.0028483287841343597
ItemKNNCFRecommender,400,121,0.0027758643478047024
ItemKNNCFRecommender,380,171,0.002826589453235462
ItemKNNCFRecommender,174,162,0.0027262919110324214
ItemKNNCFRecommender,345,157,0.0028203496735642345
ItemKNNCFRecommender,389,175,0.0028144249566596563
ItemKNNCFRecommender,365,169,0.00286163826491092
ItemKNNCFRecommender,357,170,0.0028604241205906554
ItemKNNCFRecommender,359,169,0.0028470915864409257
ItemKNNCFRecommender,364,173,0.0028638052819888586
ItemKNNCFRecommender,369,178,0.002844640244427229
ItemKNNCFRecommender,352,173,0.0028206109451268213
ItemKNNCFRecommender,368,167,0.0028621992303247126
ItemKNNCFRecommender,373,166,0.002858464583871244
ItemKNNCFRecommender,376,175,0.00284160488362657
ItemKNNCFRecommender,392,163,0.002828472145377643
ItemKNNCFRecommender,367,181,0.0028431878819175473
ItemKNNCFRecommender,381,170,0.0028339665326497215
ItemKNNCFRecommender,371,166,0.0028607238144418607
ItemKNNCFRecommender,370,166,0.00286093897925811
ItemKNNCFRecommender,372,160,0.0028399757785892554
ItemKNNCFRecommender,384,166,0.0028278343353866186
ItemKNNCFRecommender,373,164,0.002862291443817391
ItemKNNCFRecommender,375,163,0.0028600091598736045
ItemKNNCFRecommender,399,154,0.002804212312345541
ItemKNNCFRecommender,377,159,0.0028374322230828803
ItemKNNCFRecommender,388,163,0.0028331289267578947
ItemKNNCFRecommender,377,77,0.0026601902056975642
ItemKNNCFRecommender,369,165,0.002857042959192454
ItemKNNCFRecommender,369,171,0.0028525629203398355
ItemKNNCFRecommender,350,162,0.002828702679109338
ItemKNNCFRecommender,385,166,0.0028284490920044733
ItemKNNCFRecommender,367,173,0.0028650962708863543
ItemKNNCFRecommender,369,173,0.0028635670637994397
ItemKNNCFRecommender,392,173,0.002821471604391819
ItemKNNCFRecommender,366,177,0.002847329804630345
ItemKNNCFRecommender,380,173,0.002836886626584533
ItemKNNCFRecommender,352,170,0.002828495198750812
ItemKNNCFRecommender,374,163,0.0028603549604711478
ItemKNNCFRecommender,370,158,0.0028391996483592133
ItemKNNCFRecommender,378,163,0.0028597939950573553
ItemKNNCFRecommender,384,158,0.002821802036073917
ItemKNNCFRecommender,363,162,0.00285710443485424
ItemKNNCFRecommender,395,170,0.002816791769638397
ItemKNNCFRecommender,381,179,0.002819811761523611
ItemKNNCFRecommender,345,163,0.0028410208648396076
ItemKNNCFRecommender,356,175,0.0028440178033516503
ItemKNNCFRecommender,407,168,0.0028144864323214414
ItemKNNCFRecommender,373,165,0.0028545685638055878
ItemKNNCFRecommender,367,161,0.0028490588076180625
ItemKNNCFRecommender,377,169,0.002856558838355893
ItemKNNCFRecommender,367,172,0.0028643201406563126
ItemKNNCFRecommender,363,173,0.002848313415218913
ItemKNNCFRecommender,357,172,0.002853000934430057
ItemKNNCFRecommender,384,164,0.0028336207320521782
ItemKNNCFRecommender,369,169,0.002859724834937846
ItemKNNCFRecommender,392,176,0.00280211445538711
