recommender,TopK,shrink,MAP
ItemKNNCFRecommender,471,183,0.002807316833265708
ItemKNNCFRecommender,358,30,0.0025658096959413745
ItemKNNCFRecommender,342,190,0.002821725191496684
ItemKNNCFRecommender,114,66,0.0025868651101029084
ItemKNNCFRecommender,471,162,0.002808169808072982
ItemKNNCFRecommender,356,84,0.0026795243013291036
ItemKNNCFRecommender,479,92,0.0026874777150726024
ItemKNNCFRecommender,113,74,0.002610694613502513
ItemKNNCFRecommender,60,111,0.0026555026864864195
ItemKNNCFRecommender,456,119,0.0027776164041655896
ItemKNNCFRecommender,231,148,0.002745464633051775
ItemKNNCFRecommender,350,193,0.0028404137926794763
ItemKNNCFRecommender,276,198,0.0028338896880724914
ItemKNNCFRecommender,244,197,0.002831522875093751
ItemKNNCFRecommender,302,145,0.0028185438259992848
ItemKNNCFRecommender,203,169,0.002713405075430636
ItemKNNCFRecommender,293,131,0.0028132953413743476
ItemKNNCFRecommender,403,11,0.002397604600838526
ItemKNNCFRecommender,173,171,0.002701309738974339
ItemKNNCFRecommender,294,196,0.0028610696150394048
ItemKNNCFRecommender,396,146,0.0027855544489936426
ItemKNNCFRecommender,292,200,0.002853239152619477
ItemKNNCFRecommender,310,179,0.0028294941782548272
ItemKNNCFRecommender,395,200,0.0028012230582912215
ItemKNNCFRecommender,185,169,0.0027308103721736554
ItemKNNCFRecommender,257,157,0.0028059259464178125
ItemKNNCFRecommender,326,182,0.0028201037709170923
ItemKNNCFRecommender,413,127,0.002762908352083409
ItemKNNCFRecommender,367,44,0.002616373427759948
ItemKNNCFRecommender,429,183,0.0027980263238783745
ItemKNNCFRecommender,209,186,0.0027094091574145804
ItemKNNCFRecommender,265,197,0.002825344571084308
ItemKNNCFRecommender,281,197,0.002838461940417788
ItemKNNCFRecommender,335,177,0.0028283184562231793
ItemKNNCFRecommender,368,189,0.002831845622318122
ItemKNNCFRecommender,275,164,0.0028231852384640902
ItemKNNCFRecommender,147,155,0.0026383125545596494
ItemKNNCFRecommender,322,191,0.0028267047201013095
ItemKNNCFRecommender,225,180,0.0027331618162369517
ItemKNNCFRecommender,352,57,0.0026433535588260594
ItemKNNCFRecommender,289,93,0.0027157334661207606
ItemKNNCFRecommender,281,199,0.0028391612260705978
ItemKNNCFRecommender,248,200,0.002824115057848598
ItemKNNCFRecommender,297,189,0.0028381622465665827
ItemKNNCFRecommender,377,177,0.0028272118943110398
ItemKNNCFRecommender,342,188,0.0028159618482042938
ItemKNNCFRecommender,36,172,0.002560922380829428
ItemKNNCFRecommender,319,160,0.0028401140988282714
ItemKNNCFRecommender,314,160,0.002823846101828284
ItemKNNCFRecommender,239,135,0.0027591199144258783
ItemKNNCFRecommender,351,153,0.002802706158631796
ItemKNNCFRecommender,278,193,0.0028397298759421136
ItemKNNCFRecommender,271,192,0.002826766195763097
ItemKNNCFRecommender,304,166,0.0028420736355476844
ItemKNNCFRecommender,310,165,0.002840675064242064
ItemKNNCFRecommender,311,112,0.0027884591740130055
ItemKNNCFRecommender,383,144,0.0028221170988405675
ItemKNNCFRecommender,432,168,0.002820380411395127
ItemKNNCFRecommender,333,136,0.0028107978926143105
ItemKNNCFRecommender,302,164,0.002851241193611447
ItemKNNCFRecommender,220,174,0.0027395014938585813
ItemKNNCFRecommender,301,160,0.0028293558580158094
ItemKNNCFRecommender,324,151,0.0028254905757810465
ItemKNNCFRecommender,348,166,0.0028332749314546346
ItemKNNCFRecommender,249,124,0.0027447884007721327
ItemKNNCFRecommender,302,139,0.0028094838503436455
ItemKNNCFRecommender,491,183,0.002816568920364426
ItemKNNCFRecommender,261,175,0.0027961282628207484
ItemKNNCFRecommender,321,164,0.0028664103131570188
ItemKNNCFRecommender,364,183,0.0028200038729666904
ItemKNNCFRecommender,331,142,0.0028197272324886552
