recommender,TopK,shrink,MAP
ItemKNNCFRecommender,38,196,0.0025727257078922436
ItemKNNCFRecommender,493,178,0.0028107825236988655
ItemKNNCFRecommender,112,179,0.0026802850626436977
ItemKNNCFRecommender,177,191,0.0026671062176484325
ItemKNNCFRecommender,454,75,0.002679839364095754
ItemKNNCFRecommender,312,122,0.002776048774790058
ItemKNNCFRecommender,438,123,0.0027654134853011673
ItemKNNCFRecommender,304,103,0.002756507198799994
ItemKNNCFRecommender,341,180,0.002823177554006366
ItemKNNCFRecommender,185,67,0.002608589072086361
ItemKNNCFRecommender,368,27,0.002550878794585221
ItemKNNCFRecommender,498,156,0.002790042172303983
ItemKNNCFRecommender,379,152,0.002825967012159885
ItemKNNCFRecommender,379,151,0.0028206724207886086
ItemKNNCFRecommender,273,144,0.0027857235070635525
ItemKNNCFRecommender,372,163,0.002861346255517439
ItemKNNCFRecommender,398,132,0.0027710385083545403
ItemKNNCFRecommender,208,101,0.002655902278288026
ItemKNNCFRecommender,248,162,0.0028191816359903112
ItemKNNCFRecommender,422,90,0.0026675826540272693
ItemKNNCFRecommender,341,15,0.0024213879974917907
ItemKNNCFRecommender,341,171,0.0028303087307734844
ItemKNNCFRecommender,266,161,0.002800900311066847
ItemKNNCFRecommender,345,133,0.0028019377128594763
ItemKNNCFRecommender,403,143,0.0027843479891311016
ItemKNNCFRecommender,456,172,0.00280440442378862
ItemKNNCFRecommender,326,198,0.002840628957495727
ItemKNNCFRecommender,311,194,0.002851794474567517
ItemKNNCFRecommender,237,200,0.002807132406280354
ItemKNNCFRecommender,22,193,0.0024740956930151352
ItemKNNCFRecommender,298,200,0.002853377472858495
ItemKNNCFRecommender,281,189,0.0028316074041287043
ItemKNNCFRecommender,307,199,0.002845631539473522
ItemKNNCFRecommender,123,184,0.0026586225763220333
ItemKNNCFRecommender,285,170,0.002841212976282688
ItemKNNCFRecommender,228,187,0.0027386792568822003
ItemKNNCFRecommender,303,200,0.002851279615900064
ItemKNNCFRecommender,121,180,0.0026614965635105045
ItemKNNCFRecommender,299,174,0.0028403062102713515
ItemKNNCFRecommender,151,187,0.0026206767240849345
ItemKNNCFRecommender,470,59,0.0026154820306640595
ItemKNNCFRecommender,73,197,0.0027243784810593477
ItemKNNCFRecommender,318,200,0.0028486976381050734
ItemKNNCFRecommender,323,165,0.002854199709834874
ItemKNNCFRecommender,361,162,0.0028547914130795603
ItemKNNCFRecommender,368,163,0.0028631751564555576
ItemKNNCFRecommender,368,113,0.00279459137127611
ItemKNNCFRecommender,422,164,0.0028036282935585788
ItemKNNCFRecommender,362,147,0.0028230546026827967
ItemKNNCFRecommender,397,136,0.0027853546530928384
ItemKNNCFRecommender,427,123,0.0027460486518387354
ItemKNNCFRecommender,360,156,0.0028300320902954505
ItemKNNCFRecommender,329,181,0.002828710363567062
ItemKNNCFRecommender,398,164,0.0028227702777470377
ItemKNNCFRecommender,383,178,0.0028178752781773675
ItemKNNCFRecommender,255,155,0.0027895426825519775
