recommender,shrink,topk,MAP
UserKNNCFRecommender,656.2416657561128,351,0.01649017104102922
UserKNNCFRecommender,543.1004868259713,1972,0.01624200804477642
UserKNNCFRecommender,845.8275232923288,1008,0.016868130956738923
UserKNNCFRecommender,200.03635351033287,766,0.017011250311512644
UserKNNCFRecommender,684.6029823701961,1181,0.016817927840030764
UserKNNCFRecommender,481.8729647135567,1676,0.016461014605398058
UserKNNCFRecommender,981.5624607324834,323,0.016355011719522975
UserKNNCFRecommender,823.7815445420997,574,0.01688001746586733
UserKNNCFRecommender,755.8641731426959,165,0.015079151145847817
UserKNNCFRecommender,659.7275985495193,1609,0.01650403949439151
UserKNNCFRecommender,131.25353502030396,892,0.016982462166379223
UserKNNCFRecommender,98.79088768193313,905,0.016970265000846262
UserKNNCFRecommender,76.97613128260866,777,0.017017316880923467
UserKNNCFRecommender,264.54672212428557,674,0.016999352589806012
UserKNNCFRecommender,291.73065889162046,1282,0.016766238891984152
UserKNNCFRecommender,19.153282972043314,614,0.01698933129207664
UserKNNCFRecommender,288.3619519886457,1421,0.016664286070232823
UserKNNCFRecommender,201.04126514007032,769,0.017013133221010328
UserKNNCFRecommender,411.3263696825375,465,0.016805021049555353
UserKNNCFRecommender,32.62477057014003,1149,0.01687594416202808
UserKNNCFRecommender,349.65237511074207,813,0.01698614064094278
UserKNNCFRecommender,202.0666599421366,790,0.017019033516029073
UserKNNCFRecommender,172.1624547923199,966,0.01694640773457355
UserKNNCFRecommender,222.21737454431332,510,0.01690760392394744
UserKNNCFRecommender,90.07974694236333,762,0.017000899078860484
UserKNNCFRecommender,374.3280381975121,1109,0.016866429350625434
UserKNNCFRecommender,460.28917733840814,173,0.015204399225884506
UserKNNCFRecommender,106.28364990861644,1321,0.01677778714423962
UserKNNCFRecommender,550.8004679281664,392,0.01662300854471576
UserKNNCFRecommender,180.11435883844058,682,0.017007898872034813
