recommender,TopK,shrink,MAP
ItemKNNCFRecommender,87,123,0.002668343415341865
ItemKNNCFRecommender,64,11,0.002341308263558456
ItemKNNCFRecommender,323,36,0.0025910070328157065
ItemKNNCFRecommender,39,143,0.0025718573641695247
ItemKNNCFRecommender,454,48,0.0026285840310820933
ItemKNNCFRecommender,243,186,0.002794022721404596
ItemKNNCFRecommender,500,124,0.002737165418710731
ItemKNNCFRecommender,155,20,0.002413027307488964
ItemKNNCFRecommender,241,117,0.002739332435788671
ItemKNNCFRecommender,306,33,0.0025651488325771797
ItemKNNCFRecommender,197,197,0.002720344140754676
ItemKNNCFRecommender,251,189,0.0028046195886048714
ItemKNNCFRecommender,343,199,0.002834174013008248
ItemKNNCFRecommender,390,168,0.002826881462628943
ItemKNNCFRecommender,399,160,0.0027993480506067633
ItemKNNCFRecommender,373,77,0.002654165590842585
ItemKNNCFRecommender,395,167,0.002816576604822148
ItemKNNCFRecommender,326,88,0.00270842554682601
ItemKNNCFRecommender,449,156,0.002793438702617632
ItemKNNCFRecommender,353,175,0.002821125803794275
ItemKNNCFRecommender,437,142,0.00280199150406354
ItemKNNCFRecommender,356,174,0.0028525398669666654
ItemKNNCFRecommender,304,200,0.0028510106598797526
ItemKNNCFRecommender,296,199,0.0028552063737966133
ItemKNNCFRecommender,296,181,0.00282636660396149
ItemKNNCFRecommender,196,147,0.0026861252505133216
ItemKNNCFRecommender,282,182,0.0028228701756974404
ItemKNNCFRecommender,191,196,0.0027355363136734178
ItemKNNCFRecommender,274,172,0.002809038151795703
ItemKNNCFRecommender,114,130,0.002656847466587976
ItemKNNCFRecommender,356,155,0.0028269890450370676
ItemKNNCFRecommender,319,198,0.002841758572781035
ItemKNNCFRecommender,278,189,0.002819558174418746
ItemKNNCFRecommender,324,200,0.002843802638535403
ItemKNNCFRecommender,417,177,0.002777470399468849
ItemKNNCFRecommender,224,200,0.00274487292980709
ItemKNNCFRecommender,330,185,0.0028163691244636234
ItemKNNCFRecommender,10,87,0.0023501761277710136
ItemKNNCFRecommender,373,164,0.002862291443817391
ItemKNNCFRecommender,492,138,0.002755439059176471
ItemKNNCFRecommender,369,108,0.002786576481870826
ItemKNNCFRecommender,300,165,0.00284247322734929
ItemKNNCFRecommender,419,189,0.00277282130254632
ItemKNNCFRecommender,269,178,0.0027967507038963264
ItemKNNCFRecommender,338,191,0.0028261360702297937
ItemKNNCFRecommender,307,150,0.002813064807642652
ItemKNNCFRecommender,373,164,0.002862291443817391
ItemKNNCFRecommender,478,163,0.0028180520207050012
ItemKNNCFRecommender,374,130,0.0028145786458141204
ItemKNNCFRecommender,229,172,0.002744019954999815
ItemKNNCFRecommender,413,159,0.002789381308939789
ItemKNNCFRecommender,352,58,0.0026485636211623803
ItemKNNCFRecommender,391,191,0.002797888003639357
ItemKNNCFRecommender,315,183,0.0028228548067819937
ItemKNNCFRecommender,375,169,0.002856558838355893
ItemKNNCFRecommender,371,151,0.0028251370907257808
ItemKNNCFRecommender,430,169,0.0028061795335226764
ItemKNNCFRecommender,455,138,0.002763300259427292
ItemKNNCFRecommender,385,11,0.002423439747703882
ItemKNNCFRecommender,258,175,0.002800001229513235
ItemKNNCFRecommender,346,117,0.0027910718896388908
ItemKNNCFRecommender,328,194,0.0028513103537309565
ItemKNNCFRecommender,404,192,0.0027946374780224493
ItemKNNCFRecommender,296,183,0.002831937835810801
ItemKNNCFRecommender,360,163,0.0028618918520157853
ItemKNNCFRecommender,357,160,0.002815746683388045
ItemKNNCFRecommender,338,167,0.0028423579604834417
ItemKNNCFRecommender,380,145,0.0028277036996053246
ItemKNNCFRecommender,364,154,0.0028444635018995963
ItemKNNCFRecommender,405,178,0.0028015150676847017
ItemKNNCFRecommender,329,171,0.0028391996483592124
ItemKNNCFRecommender,283,193,0.002842880503608621
ItemKNNCFRecommender,311,185,0.0028184131902179907
ItemKNNCFRecommender,294,195,0.0028610696150394048
ItemKNNCFRecommender,291,162,0.002836056705150429
ItemKNNCFRecommender,260,177,0.0027904033418169735
ItemKNNCFRecommender,339,188,0.0028203727269374033
ItemKNNCFRecommender,360,195,0.002844133070217498
ItemKNNCFRecommender,387,173,0.002825367624457475
ItemKNNCFRecommender,244,180,0.00280085420432051
ItemKNNCFRecommender,78,166,0.002707295931540701
ItemKNNCFRecommender,321,196,0.0028426499698769245
ItemKNNCFRecommender,306,187,0.0028314844528051324
ItemKNNCFRecommender,348,197,0.0028380239263275653
ItemKNNCFRecommender,287,156,0.0028305085266742878
ItemKNNCFRecommender,331,200,0.002839737560399836
ItemKNNCFRecommender,377,182,0.0028250602461485476
ItemKNNCFRecommender,273,193,0.0028330828200115567
ItemKNNCFRecommender,364,187,0.002826612506608631
ItemKNNCFRecommender,218,66,0.0026075516702937294
ItemKNNCFRecommender,427,30,0.0025946417813187735
ItemKNNCFRecommender,359,154,0.0028299168234296027
ItemKNNCFRecommender,396,139,0.0027723294972520364
ItemKNNCFRecommender,317,151,0.0028093532145623524
ItemKNNCFRecommender,347,170,0.002833797474579811
ItemKNNCFRecommender,368,158,0.0028408133844810826
ItemKNNCFRecommender,303,163,0.0028488205894286432
ItemKNNCFRecommender,298,164,0.0028521633285382296
ItemKNNCFRecommender,335,97,0.002734214586945027
ItemKNNCFRecommender,266,175,0.0028022374067106825
ItemKNNCFRecommender,297,180,0.0028359183849114115
ItemKNNCFRecommender,324,162,0.0028546838306714346
ItemKNNCFRecommender,325,147,0.002826927569375282
ItemKNNCFRecommender,344,166,0.0028396146090762645
ItemKNNCFRecommender,322,170,0.0028574271820786127
ItemKNNCFRecommender,313,161,0.0028298630322255397
ItemKNNCFRecommender,378,133,0.002799202045910022
ItemKNNCFRecommender,138,170,0.002674475612604968
ItemKNNCFRecommender,281,174,0.002833274931454636
ItemKNNCFRecommender,352,164,0.002835372788413065
ItemKNNCFRecommender,409,143,0.0027863382636814076
ItemKNNCFRecommender,291,200,0.002853508108639789
ItemKNNCFRecommender,320,191,0.0028267047201013095
ItemKNNCFRecommender,332,184,0.002816292279886391
ItemKNNCFRecommender,293,158,0.002822416792691772
ItemKNNCFRecommender,305,169,0.0028472068533067735
ItemKNNCFRecommender,286,179,0.0028273117922614425
ItemKNNCFRecommender,255,196,0.0028287411013979574
ItemKNNCFRecommender,395,148,0.002789327517735727
ItemKNNCFRecommender,383,200,0.002830162726076744
ItemKNNCFRecommender,273,153,0.0027882670625699276
ItemKNNCFRecommender,310,194,0.002851794474567517
ItemKNNCFRecommender,340,189,0.002822693433169806
ItemKNNCFRecommender,312,186,0.002822585850761682
ItemKNNCFRecommender,325,195,0.0028518482657715794
ItemKNNCFRecommender,300,174,0.00284003725425104
ItemKNNCFRecommender,325,194,0.0028518482657715794
ItemKNNCFRecommender,354,166,0.0028374399075406023
ItemKNNCFRecommender,324,182,0.0028203727269374037
ItemKNNCFRecommender,370,190,0.002833566940848116
ItemKNNCFRecommender,336,177,0.0028273502145500576
ItemKNNCFRecommender,316,195,0.002850534223500915
ItemKNNCFRecommender,293,200,0.002853239152619477
ItemKNNCFRecommender,289,200,0.0028461617670564217
ItemKNNCFRecommender,239,161,0.0027825190881929844
ItemKNNCFRecommender,265,192,0.0028152625625514852
ItemKNNCFRecommender,282,198,0.0028456699617621377
ItemKNNCFRecommender,364,186,0.002823062287140519
ItemKNNCFRecommender,354,169,0.0028469532662019083
ItemKNNCFRecommender,347,158,0.002818866573223659
ItemKNNCFRecommender,328,197,0.0028404675838835393
ItemKNNCFRecommender,308,194,0.0028523323866081404
ItemKNNCFRecommender,300,189,0.0028369250488731496
ItemKNNCFRecommender,293,196,0.0028613385710597166
ItemKNNCFRecommender,281,200,0.0028388922700502864
ItemKNNCFRecommender,293,183,0.002821717507038962
ItemKNNCFRecommender,270,174,0.0027999781761400655
ItemKNNCFRecommender,310,191,0.0028321376317116034
ItemKNNCFRecommender,376,165,0.0028536617977942516
ItemKNNCFRecommender,379,162,0.0028514025672236347
ItemKNNCFRecommender,398,166,0.002816983881081477
ItemKNNCFRecommender,371,172,0.00286267566670355
ItemKNNCFRecommender,373,169,0.002858172574477762
ItemKNNCFRecommender,391,171,0.002816761031807505
ItemKNNCFRecommender,370,178,0.002843648949380938
ItemKNNCFRecommender,387,171,0.0028216252935462822
ItemKNNCFRecommender,419,155,0.002801745601416398
ItemKNNCFRecommender,361,168,0.0028559133439071452
ItemKNNCFRecommender,362,167,0.0028574194976208897
ItemKNNCFRecommender,375,159,0.0028376473878991295
ItemKNNCFRecommender,368,119,0.002800423874688009
ItemKNNCFRecommender,362,166,0.002856428202574599
ItemKNNCFRecommender,364,168,0.0028618841675580623
ItemKNNCFRecommender,362,167,0.0028574194976208897
ItemKNNCFRecommender,359,167,0.002858549112906198
ItemKNNCFRecommender,356,169,0.0028459619711556166
ItemKNNCFRecommender,362,163,0.002862913884892969
ItemKNNCFRecommender,362,173,0.0028494199771310516
ItemKNNCFRecommender,401,167,0.0028245991786851558
ItemKNNCFRecommender,384,156,0.002823677043758375
ItemKNNCFRecommender,366,162,0.0028594712478329813
ItemKNNCFRecommender,364,161,0.0028500039959180145
ItemKNNCFRecommender,346,165,0.0028324911167668695
ItemKNNCFRecommender,358,169,0.0028576884536412007
ItemKNNCFRecommender,358,170,0.002868277636383753
ItemKNNCFRecommender,383,176,0.0028161539596473738
ItemKNNCFRecommender,354,172,0.0028404368460526455
ItemKNNCFRecommender,342,163,0.0028459312333247245
ItemKNNCFRecommender,373,169,0.002858172574477762
ItemKNNCFRecommender,376,158,0.0028374322230828803
ItemKNNCFRecommender,391,171,0.002816761031807505
ItemKNNCFRecommender,368,168,0.0028604779117947184
ItemKNNCFRecommender,371,168,0.0028602627469784692
ItemKNNCFRecommender,371,176,0.0028432186197484394
ItemKNNCFRecommender,353,162,0.002837524436575557
ItemKNNCFRecommender,366,153,0.0028326909126676733
ItemKNNCFRecommender,383,168,0.0028286642568207225
ItemKNNCFRecommender,407,172,0.0028178061180578586
ItemKNNCFRecommender,343,160,0.002822647326423467
ItemKNNCFRecommender,374,180,0.0028337206300025797
ItemKNNCFRecommender,353,164,0.0028448400403280317
ItemKNNCFRecommender,392,169,0.0028251370907257795
ItemKNNCFRecommender,371,175,0.002853246837077199
ItemKNNCFRecommender,361,167,0.0028579036184574504
ItemKNNCFRecommender,360,166,0.002856643367390848
ItemKNNCFRecommender,348,157,0.002819435223095175
ItemKNNCFRecommender,337,172,0.002834827191914718
ItemKNNCFRecommender,364,163,0.002864850368239213
ItemKNNCFRecommender,379,162,0.0028514025672236347
ItemKNNCFRecommender,367,152,0.002831722670994552
ItemKNNCFRecommender,387,164,0.002833589994221286
ItemKNNCFRecommender,360,168,0.0028565588383558924
ItemKNNCFRecommender,350,159,0.0028120581436809145
ItemKNNCFRecommender,370,169,0.0028595096701215968
ItemKNNCFRecommender,376,174,0.002850288320853772
ItemKNNCFRecommender,370,170,0.002860416436132933
ItemKNNCFRecommender,394,171,0.002807017139414503
ItemKNNCFRecommender,383,179,0.0028178752781773675
ItemKNNCFRecommender,372,162,0.002856182299927457
ItemKNNCFRecommender,354,177,0.0028218558272779777
ItemKNNCFRecommender,340,170,0.002838377411382831
ItemKNNCFRecommender,368,108,0.0027872219763195737
ItemKNNCFRecommender,364,166,0.0028623452350214538
ItemKNNCFRecommender,379,164,0.0028585030061598596
ItemKNNCFRecommender,380,165,0.0028504343255505125
ItemKNNCFRecommender,371,159,0.002838984483542964
ItemKNNCFRecommender,205,163,0.002746402136894003
ItemKNNCFRecommender,400,156,0.0028030826970602326
ItemKNNCFRecommender,357,168,0.0028496197730318537
ItemKNNCFRecommender,389,83,0.0026736380067131416
ItemKNNCFRecommender,178,174,0.002714250365780187
ItemKNNCFRecommender,362,170,0.0028568201099184814
ItemKNNCFRecommender,377,165,0.0028536617977942516
ItemKNNCFRecommender,369,161,0.0028483287841343597
ItemKNNCFRecommender,350,168,0.0028282339271882236
ItemKNNCFRecommender,384,173,0.0028258286919208664
ItemKNNCFRecommender,360,165,0.002855974819568931
ItemKNNCFRecommender,371,170,0.002860416436132933
ItemKNNCFRecommender,371,160,0.0028399757785892554
ItemKNNCFRecommender,347,175,0.002827096627445192
ItemKNNCFRecommender,384,164,0.0028336207320521782
ItemKNNCFRecommender,366,169,0.00286163826491092
ItemKNNCFRecommender,365,170,0.0028608775035963247
ItemKNNCFRecommender,369,172,0.00286267566670355
ItemKNNCFRecommender,376,172,0.00285004241820663
ItemKNNCFRecommender,369,177,0.0028439947499784815
ItemKNNCFRecommender,395,172,0.00281089010610699
ItemKNNCFRecommender,379,168,0.002842250378075318
ItemKNNCFRecommender,367,163,0.002864366247402652
ItemKNNCFRecommender,364,163,0.002864850368239213
ItemKNNCFRecommender,354,156,0.002823031549309626
ItemKNNCFRecommender,369,163,0.0028631751564555576
ItemKNNCFRecommender,365,161,0.0028500039959180145
ItemKNNCFRecommender,363,164,0.0028648503682392125
ItemKNNCFRecommender,347,159,0.002818866573223659
ItemKNNCFRecommender,364,164,0.002866786851585456
ItemKNNCFRecommender,365,164,0.002866786851585456
ItemKNNCFRecommender,365,164,0.002866786851585456
ItemKNNCFRecommender,355,154,0.0028185591949147315
ItemKNNCFRecommender,363,162,0.00285710443485424
