recommender,TopK,shrink,MAP
ItemKNNCFRecommender,454,126,0.00486336857145207
ItemKNNCFRecommender,367,116,0.004911813640994189
ItemKNNCFRecommender,238,137,0.004875106777727256
ItemKNNCFRecommender,293,174,0.004807071593658316
ItemKNNCFRecommender,443,104,0.0048707064191185895
ItemKNNCFRecommender,421,187,0.004816221872073526
ItemKNNCFRecommender,184,138,0.0048174585549668825
ItemKNNCFRecommender,430,78,0.00485356910795508
ItemKNNCFRecommender,193,74,0.004825163588765633
ItemKNNCFRecommender,227,35,0.004770176731091682
ItemKNNCFRecommender,15,20,0.004190616014955352
ItemKNNCFRecommender,323,149,0.004855528413156662
ItemKNNCFRecommender,98,99,0.004726331769414166
ItemKNNCFRecommender,355,158,0.004874912903449433
ItemKNNCFRecommender,351,121,0.0049054451647167615
ItemKNNCFRecommender,362,53,0.004821054041573703
ItemKNNCFRecommender,489,115,0.004859338336464694
ItemKNNCFRecommender,376,84,0.004862969072940202
ItemKNNCFRecommender,285,170,0.004843919456400021
ItemKNNCFRecommender,397,200,0.004815693124043116
ItemKNNCFRecommender,321,55,0.004824802277611515
ItemKNNCFRecommender,240,135,0.004879236887342596
ItemKNNCFRecommender,136,111,0.004761402451275879
ItemKNNCFRecommender,266,129,0.0048575376556722364
ItemKNNCFRecommender,327,92,0.004868658989245268
ItemKNNCFRecommender,185,152,0.004828662138233538
ItemKNNCFRecommender,484,116,0.004862587199362682
ItemKNNCFRecommender,389,125,0.004880943568485208
ItemKNNCFRecommender,382,68,0.004831373440633936
ItemKNNCFRecommender,408,124,0.004869954421919781
ItemKNNCFRecommender,458,92,0.0048620702012885045
ItemKNNCFRecommender,348,138,0.004876913333497831
ItemKNNCFRecommender,239,125,0.0048849091787133096
ItemKNNCFRecommender,289,115,0.004848311002541516
ItemKNNCFRecommender,315,125,0.00486217301340553
ItemKNNCFRecommender,264,146,0.004852056301090279
ItemKNNCFRecommender,210,162,0.004851542240505158
ItemKNNCFRecommender,455,102,0.0048475619428317625
ItemKNNCFRecommender,132,123,0.004740305404862378
ItemKNNCFRecommender,414,177,0.0048228958472129714
ItemKNNCFRecommender,390,108,0.0048655687507564
ItemKNNCFRecommender,241,130,0.004872721536612276
ItemKNNCFRecommender,158,137,0.004801610801499771
ItemKNNCFRecommender,222,144,0.004873975844439979
ItemKNNCFRecommender,248,134,0.004878047204274163
ItemKNNCFRecommender,301,92,0.004829458197768216
ItemKNNCFRecommender,437,120,0.004881378316865774
ItemKNNCFRecommender,430,108,0.004857470093423902
ItemKNNCFRecommender,474,119,0.004870292233161431
ItemKNNCFRecommender,349,99,0.004895005328605149
ItemKNNCFRecommender,344,85,0.0048710677302727014
ItemKNNCFRecommender,438,103,0.0048659212494433475
ItemKNNCFRecommender,367,98,0.004872510037400112
ItemKNNCFRecommender,401,72,0.0048209247920551505
ItemKNNCFRecommender,338,119,0.004887688043362039
ItemKNNCFRecommender,336,110,0.004871199917280305
ItemKNNCFRecommender,372,84,0.004863292196736567
ItemKNNCFRecommender,303,119,0.004853163734465093
ItemKNNCFRecommender,278,151,0.004827751516625598
ItemKNNCFRecommender,351,98,0.004897760693341415
ItemKNNCFRecommender,49,98,0.004610048327569986
ItemKNNCFRecommender,355,113,0.00491409019501402
ItemKNNCFRecommender,360,111,0.0049057447886006605
ItemKNNCFRecommender,354,62,0.004837959291101644
ItemKNNCFRecommender,332,78,0.004853754169765718
ItemKNNCFRecommender,364,112,0.004902804362053749
ItemKNNCFRecommender,317,90,0.00484136090343064
ItemKNNCFRecommender,368,113,0.004910632770392932
ItemKNNCFRecommender,364,111,0.004897176133018903
ItemKNNCFRecommender,384,131,0.004885487864057708
ItemKNNCFRecommender,413,114,0.0048624315124426165
ItemKNNCFRecommender,364,106,0.0049015089293792365
ItemKNNCFRecommender,375,103,0.004884280556054927
ItemKNNCFRecommender,359,107,0.004893657021127596
ItemKNNCFRecommender,394,37,0.004792472273040787
ItemKNNCFRecommender,330,96,0.004861638390396997
ItemKNNCFRecommender,304,143,0.004843813706793942
ItemKNNCFRecommender,423,112,0.004861999701551113
ItemKNNCFRecommender,407,130,0.004863415571277
ItemKNNCFRecommender,378,89,0.004859259024260137
ItemKNNCFRecommender,315,104,0.004871661103062393
ItemKNNCFRecommender,364,114,0.004911602141782021
ItemKNNCFRecommender,358,114,0.0049093549626527625
ItemKNNCFRecommender,363,123,0.004898186629254808
ItemKNNCFRecommender,395,114,0.004876149586342795
ItemKNNCFRecommender,343,115,0.004899000313723831
ItemKNNCFRecommender,384,141,0.004873403034073699
ItemKNNCFRecommender,326,129,0.004877603643426431
ItemKNNCFRecommender,369,107,0.004897628506333813
ItemKNNCFRecommender,420,121,0.004842089400716983
ItemKNNCFRecommender,357,126,0.0049061883494484
ItemKNNCFRecommender,355,127,0.0049120280776954114
ItemKNNCFRecommender,350,135,0.004896667947411896
ItemKNNCFRecommender,340,117,0.004897531569194905
ItemKNNCFRecommender,402,127,0.004876693021818497
ItemKNNCFRecommender,312,125,0.004857475968402022
ItemKNNCFRecommender,379,157,0.004877935579689959
ItemKNNCFRecommender,293,111,0.004838746538169144
ItemKNNCFRecommender,276,134,0.004829734321739654
ItemKNNCFRecommender,357,122,0.0049126008880616915
