recommender,TopK,shrink,MAP
ItemKNNCFRecommender,177,84,0.002633440608363149
ItemKNNCFRecommender,116,85,0.002611124943135012
ItemKNNCFRecommender,350,197,0.002837562858864174
ItemKNNCFRecommender,250,93,0.0026548110852913313
ItemKNNCFRecommender,496,166,0.002815777421218938
ItemKNNCFRecommender,442,194,0.0028117968721183264
ItemKNNCFRecommender,420,28,0.0025482583945016144
ItemKNNCFRecommender,345,199,0.002833497780728608
ItemKNNCFRecommender,478,32,0.002580740597297528
ItemKNNCFRecommender,258,27,0.002454669383890915
ItemKNNCFRecommender,352,141,0.002809007413964809
ItemKNNCFRecommender,336,198,0.00283955313341448
ItemKNNCFRecommender,329,152,0.0028226703797966366
ItemKNNCFRecommender,33,125,0.0025236604453296937
ItemKNNCFRecommender,272,180,0.002796020680412624
ItemKNNCFRecommender,386,119,0.0027900729101348752
ItemKNNCFRecommender,187,172,0.00272460133033332
ItemKNNCFRecommender,296,152,0.0028185284570838385
ItemKNNCFRecommender,402,200,0.002802560153935055
ItemKNNCFRecommender,200,63,0.0025947801015577918
ItemKNNCFRecommender,309,175,0.0028362411321357856
ItemKNNCFRecommender,309,181,0.0028238153639973916
ItemKNNCFRecommender,380,164,0.0028585030061598596
ItemKNNCFRecommender,370,158,0.0028391996483592133
ItemKNNCFRecommender,448,136,0.002774888421673858
ItemKNNCFRecommender,373,161,0.002845854388747493
ItemKNNCFRecommender,409,111,0.002754163439194422
ItemKNNCFRecommender,462,131,0.002761717261136315
ItemKNNCFRecommender,225,186,0.0027358052696937283
ItemKNNCFRecommender,157,163,0.0026776877159332612
ItemKNNCFRecommender,379,145,0.0028283491940540723
ItemKNNCFRecommender,362,156,0.002842673023250094
ItemKNNCFRecommender,421,165,0.0027958285689695436
ItemKNNCFRecommender,327,186,0.002824222640256721
ItemKNNCFRecommender,371,101,0.002738779154832601
ItemKNNCFRecommender,289,54,0.002641493920057046
ItemKNNCFRecommender,345,171,0.002827880442132957
ItemKNNCFRecommender,426,148,0.0027968890241353433
ItemKNNCFRecommender,394,191,0.0028027292120049656
ItemKNNCFRecommender,67,80,0.002596071090455286
ItemKNNCFRecommender,232,158,0.002747785339284177
ItemKNNCFRecommender,367,160,0.0028425347030110767
ItemKNNCFRecommender,320,133,0.0028014996987692545
ItemKNNCFRecommender,362,168,0.002855698179090896
ItemKNNCFRecommender,351,157,0.0028138102000418016
ItemKNNCFRecommender,451,140,0.0027595579285160997
ItemKNNCFRecommender,496,173,0.0028272349476842094
ItemKNNCFRecommender,358,122,0.002785300861888776
ItemKNNCFRecommender,436,163,0.0028227011176275296
ItemKNNCFRecommender,275,180,0.0028159464792888492
ItemKNNCFRecommender,397,12,0.002415056004327885
ItemKNNCFRecommender,333,189,0.002825275410964797
ItemKNNCFRecommender,367,197,0.0028248220279591288
ItemKNNCFRecommender,385,147,0.0028181365497399564
ItemKNNCFRecommender,342,169,0.00283789329054627
ItemKNNCFRecommender,408,153,0.0027869069135529234
ItemKNNCFRecommender,301,182,0.0028311309677498658
ItemKNNCFRecommender,464,177,0.0028091918409501654
ItemKNNCFRecommender,319,127,0.0027853315997196687
ItemKNNCFRecommender,279,194,0.00284941229267333
ItemKNNCFRecommender,254,142,0.0027744350386681906
ItemKNNCFRecommender,281,194,0.002856674105221742
ItemKNNCFRecommender,267,190,0.002804634957520317
ItemKNNCFRecommender,283,164,0.002850303689769219
ItemKNNCFRecommender,231,174,0.002751251029717334
ItemKNNCFRecommender,207,195,0.0027422141074348668
ItemKNNCFRecommender,156,167,0.002659636924741494
ItemKNNCFRecommender,301,184,0.002827588432739477
ItemKNNCFRecommender,280,200,0.002841043918212779
ItemKNNCFRecommender,243,151,0.0027657977081873295
ItemKNNCFRecommender,286,167,0.0028421043733785774
ItemKNNCFRecommender,362,160,0.002841082340501394
ItemKNNCFRecommender,312,154,0.002825267726507074
ItemKNNCFRecommender,378,177,0.0028269967294947906
ItemKNNCFRecommender,335,161,0.002835388157328511
ItemKNNCFRecommender,412,139,0.002771146090762666
ItemKNNCFRecommender,389,186,0.0028056800437706694
ItemKNNCFRecommender,262,115,0.002763822802552469
ItemKNNCFRecommender,352,191,0.002829225222234515
ItemKNNCFRecommender,428,171,0.0028002010254140368
ItemKNNCFRecommender,294,178,0.0028249449792827003
ItemKNNCFRecommender,285,166,0.002840844122311975
ItemKNNCFRecommender,248,155,0.002814348112082427
ItemKNNCFRecommender,316,167,0.0028447094045467376
ItemKNNCFRecommender,324,145,0.0028218174049893627
ItemKNNCFRecommender,368,164,0.002865111639801801
ItemKNNCFRecommender,308,86,0.002683819913196364
ItemKNNCFRecommender,342,149,0.0028123962598207357
ItemKNNCFRecommender,374,172,0.00285004241820663
ItemKNNCFRecommender,376,194,0.0028469840040328013
ItemKNNCFRecommender,377,194,0.0028478139254669056
ItemKNNCFRecommender,377,195,0.002847544969446594
ItemKNNCFRecommender,382,195,0.002840767277734743
ItemKNNCFRecommender,398,193,0.0027994940553035036
ItemKNNCFRecommender,357,200,0.002835357419497619
ItemKNNCFRecommender,416,183,0.002772414026286991
ItemKNNCFRecommender,404,188,0.002792286033959154
ItemKNNCFRecommender,374,195,0.002850588014704976
ItemKNNCFRecommender,393,181,0.00279562877306874
ItemKNNCFRecommender,433,174,0.0028164229156676848
ItemKNNCFRecommender,370,187,0.0028293097512694706
ItemKNNCFRecommender,379,195,0.0028465767277734725
ItemKNNCFRecommender,360,192,0.0028338051590375344
ItemKNNCFRecommender,345,197,0.0028311617055807588
ItemKNNCFRecommender,388,185,0.002802452571526931
ItemKNNCFRecommender,329,179,0.0028346581338448093
ItemKNNCFRecommender,418,200,0.0027772244968217075
ItemKNNCFRecommender,402,190,0.002795252234640304
ItemKNNCFRecommender,15,172,0.002429080139672702
ItemKNNCFRecommender,373,67,0.0026561328120197213
ItemKNNCFRecommender,339,183,0.0028151626646010825
ItemKNNCFRecommender,378,196,0.002844317497202855
ItemKNNCFRecommender,384,194,0.0028390997504088114
ItemKNNCFRecommender,354,188,0.002820234406698386
ItemKNNCFRecommender,218,193,0.0027491224349280126
ItemKNNCFRecommender,365,175,0.002853861593695054
ItemKNNCFRecommender,273,178,0.002805434141123528
ItemKNNCFRecommender,119,170,0.0026835432727183284
ItemKNNCFRecommender,352,175,0.002822094045467397
ItemKNNCFRecommender,365,165,0.0028584492149557974
ItemKNNCFRecommender,365,163,0.002864850368239213
ItemKNNCFRecommender,365,163,0.002864850368239213
ItemKNNCFRecommender,364,163,0.002864850368239213
ItemKNNCFRecommender,366,164,0.0028663027307488952
ItemKNNCFRecommender,368,159,0.0028408133844810826
ItemKNNCFRecommender,362,164,0.0028638283353620286
ItemKNNCFRecommender,337,162,0.0028418431018159885
ItemKNNCFRecommender,363,163,0.002862913884892969
ItemKNNCFRecommender,364,156,0.0028450398362288355
ItemKNNCFRecommender,352,163,0.002834081799515569
ItemKNNCFRecommender,393,150,0.002788920241476398
ItemKNNCFRecommender,327,164,0.0028563052512510278
ItemKNNCFRecommender,345,168,0.0028348271919147183
ItemKNNCFRecommender,363,157,0.0028436643182963854
ItemKNNCFRecommender,333,165,0.0028450167828556645
ItemKNNCFRecommender,356,153,0.00281653049807581
ItemKNNCFRecommender,328,160,0.00283302134434977
ItemKNNCFRecommender,363,169,0.0028575808712330768
ItemKNNCFRecommender,362,170,0.0028568201099184814
ItemKNNCFRecommender,345,144,0.002811474124893953
ItemKNNCFRecommender,394,169,0.00281684556084246
ItemKNNCFRecommender,360,163,0.0028618918520157853
ItemKNNCFRecommender,357,165,0.0028439255898589726
ItemKNNCFRecommender,387,162,0.0028284260386313037
ItemKNNCFRecommender,350,158,0.0028120581436809145
ItemKNNCFRecommender,368,168,0.0028604779117947184
ItemKNNCFRecommender,319,154,0.0028290561641646055
ItemKNNCFRecommender,405,166,0.0028221017299251204
ItemKNNCFRecommender,365,170,0.0028608775035963247
ItemKNNCFRecommender,365,101,0.002742974868749461
ItemKNNCFRecommender,369,171,0.0028525629203398355
ItemKNNCFRecommender,386,161,0.0028189587867163374
ItemKNNCFRecommender,336,169,0.0028430034549321893
ItemKNNCFRecommender,345,151,0.0028058798396714724
ItemKNNCFRecommender,358,164,0.002845324161164593
ItemKNNCFRecommender,382,157,0.0028321530006270505
ItemKNNCFRecommender,370,176,0.0028442099147947307
ItemKNNCFRecommender,326,172,0.0028414588789298294
ItemKNNCFRecommender,399,163,0.0028208337944007947
ItemKNNCFRecommender,309,168,0.002842311853737103
ItemKNNCFRecommender,347,160,0.002819942397304905
ItemKNNCFRecommender,363,166,0.0028571812794314713
ItemKNNCFRecommender,361,39,0.0026284149730121833
ItemKNNCFRecommender,381,166,0.0028349655121537366
ItemKNNCFRecommender,370,174,0.0028629215693506916
ItemKNNCFRecommender,371,173,0.002863221263201896
ItemKNNCFRecommender,370,173,0.0028635670637994397
ItemKNNCFRecommender,372,175,0.002853246837077199
ItemKNNCFRecommender,393,180,0.0027972425091906095
ItemKNNCFRecommender,384,173,0.0028258286919208664
ItemKNNCFRecommender,351,177,0.0028133568170361327
ItemKNNCFRecommender,366,170,0.002862276074901945
ItemKNNCFRecommender,370,168,0.0028604779117947184
ItemKNNCFRecommender,375,169,0.002856558838355893
ItemKNNCFRecommender,371,174,0.0028619302743044008
ItemKNNCFRecommender,387,173,0.002825367624457475
ItemKNNCFRecommender,372,157,0.0028397682982307295
ItemKNNCFRecommender,353,179,0.0028257287939704645
ItemKNNCFRecommender,404,161,0.0028033593375382665
ItemKNNCFRecommender,339,175,0.0028340126393960607
ItemKNNCFRecommender,377,165,0.0028536617977942516
ItemKNNCFRecommender,366,170,0.002862276074901945
ItemKNNCFRecommender,368,171,0.002853023987803227
ItemKNNCFRecommender,391,160,0.0028076088426591895
ItemKNNCFRecommender,356,172,0.002843964012147588
ItemKNNCFRecommender,382,166,0.0028317380399099975
ItemKNNCFRecommender,370,155,0.0028407288554461274
ItemKNNCFRecommender,346,180,0.0028221017299251195
ItemKNNCFRecommender,358,163,0.00284338767781835
ItemKNNCFRecommender,410,170,0.0028099679711802075
ItemKNNCFRecommender,376,166,0.0028577729826761568
ItemKNNCFRecommender,377,167,0.0028588180689265103
ItemKNNCFRecommender,366,175,0.0028562821978778585
