recommender,shrink,topk,similarity,normalization,MAP
ItemKNNCFRecommender,66,215,rp3beta,tfidf,0.004836917574598829
ItemKNNCFRecommender,147,1911,rp3beta,tfidf,0.0049579538092639095
ItemKNNCFRecommender,127,1029,rp3beta,bm25plus,0.004915439878165022
ItemKNNCFRecommender,147,881,rp3beta,bm25plus,0.004878622107396248
ItemKNNCFRecommender,30,621,rp3beta,bm25plus,0.0048760516245080114
ItemKNNCFRecommender,174,974,rp3beta,tfidf,0.004909079932294477
ItemKNNCFRecommender,150,289,rp3beta,tfidf,0.004900563597328014
ItemKNNCFRecommender,88,1797,rp3beta,bm25plus,0.004972948577324928
ItemKNNCFRecommender,70,1770,rp3beta,bm25plus,0.004999580300701527
ItemKNNCFRecommender,16,137,rp3beta,bm25plus,0.004660297466640307
ItemKNNCFRecommender,35,1794,rp3beta,tfidf,0.005014108570254187
ItemKNNCFRecommender,161,967,rp3beta,bm25plus,0.004861844844897993
ItemKNNCFRecommender,46,1656,rp3beta,bm25plus,0.005001750646462866
ItemKNNCFRecommender,44,544,rp3beta,bm25plus,0.004898758160934013
ItemKNNCFRecommender,48,1704,rp3beta,bm25plus,0.005001610126056876
ItemKNNCFRecommender,194,1169,rp3beta,bm25plus,0.004857752314336869
ItemKNNCFRecommender,118,1445,rp3beta,tfidf,0.004992658056594139
ItemKNNCFRecommender,24,401,rp3beta,tfidf,0.004803025604468019
ItemKNNCFRecommender,132,670,rp3beta,tfidf,0.004941507231844624
ItemKNNCFRecommender,159,1752,rp3beta,tfidf,0.004942676506018081
ItemKNNCFRecommender,43,923,rp3beta,tfidf,0.005006914077471722
ItemKNNCFRecommender,39,315,rp3beta,bm25plus,0.004789276401086955
ItemKNNCFRecommender,134,1442,rp3beta,bm25plus,0.004903699430370999
ItemKNNCFRecommender,60,702,rp3beta,bm25plus,0.004951658543346342
ItemKNNCFRecommender,80,1250,rp3beta,bm25plus,0.004992315395371126
ItemKNNCFRecommender,138,818,rp3beta,tfidf,0.004954251049078622
ItemKNNCFRecommender,118,346,rp3beta,bm25plus,0.00485471194188209
ItemKNNCFRecommender,108,487,rp3beta,tfidf,0.004955279225841408
ItemKNNCFRecommender,54,374,rp3beta,bm25plus,0.004859901252043497
ItemKNNCFRecommender,198,1792,rp3beta,bm25plus,0.0048528010469171415
ItemKNNCFRecommender,129,1112,rp3beta,tfidf,0.004963861659324775
ItemKNNCFRecommender,47,1654,rp3beta,tfidf,0.005019964810193657
ItemKNNCFRecommender,141,1033,rp3beta,bm25plus,0.004882095006197548
ItemKNNCFRecommender,98,1140,rp3beta,bm25plus,0.0049691649588690925
ItemKNNCFRecommender,171,1873,rp3beta,bm25plus,0.004878196041004022
ItemKNNCFRecommender,192,523,rp3beta,tfidf,0.004884157088392723
ItemKNNCFRecommender,90,1762,rp3beta,tfidf,0.00501536557973094
ItemKNNCFRecommender,81,758,rp3beta,bm25plus,0.00494412411099688
ItemKNNCFRecommender,183,1116,rp3beta,bm25plus,0.004864801289325968
ItemKNNCFRecommender,103,1532,rp3beta,bm25plus,0.004944261597246647
ItemKNNCFRecommender,74,1528,rp3beta,tfidf,0.005036508106166958
ItemKNNCFRecommender,10,1376,rp3beta,tfidf,0.004855140148507427
ItemKNNCFRecommender,111,1503,rp3beta,bm25plus,0.004936973282729394
ItemKNNCFRecommender,197,877,rp3beta,bm25plus,0.004836434980887372
ItemKNNCFRecommender,160,1049,rp3beta,tfidf,0.004919184567781502
ItemKNNCFRecommender,195,551,rp3beta,tfidf,0.004884969126574775
ItemKNNCFRecommender,10,298,rp3beta,bm25plus,0.004648846737996544
ItemKNNCFRecommender,167,114,rp3beta,bm25plus,0.004802750010234342
ItemKNNCFRecommender,165,919,rp3beta,tfidf,0.004910442485152048
ItemKNNCFRecommender,145,373,rp3beta,tfidf,0.004912452893700372
ItemKNNCFRecommender,28,1432,rp3beta,bm25plus,0.004981553462614201
ItemKNNCFRecommender,34,1043,rp3beta,tfidf,0.004982956572391421
ItemKNNCFRecommender,90,300,rp3beta,bm25plus,0.004854329148302564
ItemKNNCFRecommender,135,459,rp3beta,tfidf,0.0049264828985162235
ItemKNNCFRecommender,98,1226,rp3beta,bm25plus,0.004968318092939804
ItemKNNCFRecommender,22,1947,rp3beta,tfidf,0.00497764996190742
ItemKNNCFRecommender,169,1491,rp3beta,bm25plus,0.004874844563372811
ItemKNNCFRecommender,143,1101,rp3beta,bm25plus,0.004891021442727618
ItemKNNCFRecommender,63,1648,rp3beta,bm25plus,0.005007919014226081
ItemKNNCFRecommender,107,385,rp3beta,tfidf,0.004921633901596972
ItemKNNCFRecommender,144,1436,rp3beta,bm25plus,0.004895539580218246
ItemKNNCFRecommender,134,1543,rp3beta,tfidf,0.004971324355524778
ItemKNNCFRecommender,58,213,rp3beta,tfidf,0.004831992064847631
