recommender,shrink,topk,similarity,normalization,MAP
ItemKNNCFRecommender,104,370,rp3beta,tfidf,0.00491737846831648
ItemKNNCFRecommender,98,1293,rp3beta,bm25plus,0.004970187225587358
ItemKNNCFRecommender,54,585,rp3beta,tfidf,0.004947986400847604
ItemKNNCFRecommender,74,1058,rp3beta,tfidf,0.00503778323419201
ItemKNNCFRecommender,129,848,rp3beta,bm25plus,0.004909053019880595
ItemKNNCFRecommender,14,1765,rp3beta,bm25plus,0.0049255729731891304
ItemKNNCFRecommender,59,1758,rp3beta,bm25plus,0.005005744541049016
ItemKNNCFRecommender,160,132,rp3beta,bm25plus,0.004807627271029214
ItemKNNCFRecommender,47,415,rp3beta,tfidf,0.004883353087976705
ItemKNNCFRecommender,24,765,rp3beta,tfidf,0.0049044900560570375
ItemKNNCFRecommender,194,1353,rp3beta,bm25plus,0.0048563507153311135
ItemKNNCFRecommender,132,1653,rp3beta,tfidf,0.00497523529305918
ItemKNNCFRecommender,111,1168,rp3beta,bm25plus,0.00493214569807832
ItemKNNCFRecommender,177,310,rp3beta,bm25plus,0.004850006486963435
ItemKNNCFRecommender,63,1491,rp3beta,tfidf,0.005037738808631592
ItemKNNCFRecommender,133,1007,rp3beta,bm25plus,0.0049044825934409925
ItemKNNCFRecommender,152,1515,rp3beta,bm25plus,0.004897933842983122
ItemKNNCFRecommender,170,1342,rp3beta,tfidf,0.004926663551836939
ItemKNNCFRecommender,173,782,rp3beta,tfidf,0.004912797077288533
ItemKNNCFRecommender,70,206,rp3beta,bm25plus,0.0048217810932625746
ItemKNNCFRecommender,82,1739,rp3beta,tfidf,0.005020833847090425
ItemKNNCFRecommender,170,330,rp3beta,tfidf,0.00487290983028017
ItemKNNCFRecommender,149,1735,rp3beta,bm25plus,0.004905874862286791
ItemKNNCFRecommender,90,1482,rp3beta,bm25plus,0.004968650085990812
ItemKNNCFRecommender,31,1054,rp3beta,tfidf,0.004978195724258542
ItemKNNCFRecommender,164,1423,rp3beta,tfidf,0.004922961502494272
ItemKNNCFRecommender,104,655,rp3beta,tfidf,0.004945512438302515
ItemKNNCFRecommender,51,305,rp3beta,tfidf,0.004845813953785722
ItemKNNCFRecommender,54,801,rp3beta,bm25plus,0.004950992940548069
ItemKNNCFRecommender,161,694,rp3beta,bm25plus,0.004857324435690828
ItemKNNCFRecommender,40,1817,rp3beta,bm25plus,0.0050017611499262845
ItemKNNCFRecommender,133,593,rp3beta,tfidf,0.0049298000985185985
ItemKNNCFRecommender,161,183,rp3beta,bm25plus,0.0048285581285110735
ItemKNNCFRecommender,73,237,rp3beta,tfidf,0.004856236389111
ItemKNNCFRecommender,160,1590,rp3beta,tfidf,0.004933320352446061
ItemKNNCFRecommender,64,1194,rp3beta,tfidf,0.005036819927616921
ItemKNNCFRecommender,161,1062,rp3beta,bm25plus,0.0048705287672813355
ItemKNNCFRecommender,126,127,rp3beta,tfidf,0.004859082370457767
ItemKNNCFRecommender,152,582,rp3beta,bm25plus,0.00484658414990004
ItemKNNCFRecommender,39,904,rp3beta,tfidf,0.00500458784124531
ItemKNNCFRecommender,66,823,rp3beta,bm25plus,0.00495755612636662
ItemKNNCFRecommender,194,1658,rp3beta,tfidf,0.0049100692907349955
ItemKNNCFRecommender,123,719,rp3beta,bm25plus,0.0049051108619952285
ItemKNNCFRecommender,56,841,rp3beta,tfidf,0.005003725083381337
ItemKNNCFRecommender,190,1525,rp3beta,tfidf,0.004910941830484714
ItemKNNCFRecommender,81,1648,rp3beta,tfidf,0.0050173589708210325
ItemKNNCFRecommender,93,1926,rp3beta,bm25plus,0.004979289724063494
ItemKNNCFRecommender,61,511,rp3beta,tfidf,0.004949999381225819
ItemKNNCFRecommender,152,1113,rp3beta,bm25plus,0.004890776430700673
ItemKNNCFRecommender,158,1656,rp3beta,bm25plus,0.004896008786889672
ItemKNNCFRecommender,103,730,rp3beta,bm25plus,0.004937135307608205
ItemKNNCFRecommender,118,1325,rp3beta,tfidf,0.00498457546436936
ItemKNNCFRecommender,185,1601,rp3beta,bm25plus,0.0048678356529238825
ItemKNNCFRecommender,170,639,rp3beta,tfidf,0.004917586897304309
ItemKNNCFRecommender,169,638,rp3beta,bm25plus,0.004848919458773011
ItemKNNCFRecommender,102,1775,rp3beta,bm25plus,0.004944920988075149
ItemKNNCFRecommender,75,181,rp3beta,bm25plus,0.004833760931754936
ItemKNNCFRecommender,53,790,rp3beta,bm25plus,0.004945584665467487
ItemKNNCFRecommender,72,1729,rp3beta,tfidf,0.005036064101519155
ItemKNNCFRecommender,134,1275,rp3beta,bm25plus,0.004910483089933233
ItemKNNCFRecommender,191,1119,rp3beta,tfidf,0.004904103143855154
ItemKNNCFRecommender,197,1393,rp3beta,bm25plus,0.004852963169452623
ItemKNNCFRecommender,40,1750,rp3beta,tfidf,0.005016920189660985
ItemKNNCFRecommender,97,1846,rp3beta,tfidf,0.00500164895716315
ItemKNNCFRecommender,68,1779,rp3beta,bm25plus,0.005003924002640123
ItemKNNCFRecommender,88,1075,rp3beta,tfidf,0.005004591650609931
ItemKNNCFRecommender,151,1125,rp3beta,tfidf,0.004945882189125691
ItemKNNCFRecommender,171,101,rp3beta,tfidf,0.004847584148501455
ItemKNNCFRecommender,84,1387,rp3beta,bm25plus,0.004983873518672893
ItemKNNCFRecommender,10,1752,rp3beta,tfidf,0.004879103085869609
ItemKNNCFRecommender,98,634,rp3beta,tfidf,0.0049522511239008665
ItemKNNCFRecommender,87,1231,rp3beta,tfidf,0.005000840590428198
ItemKNNCFRecommender,28,567,rp3beta,bm25plus,0.004880513577262419
ItemKNNCFRecommender,184,478,rp3beta,bm25plus,0.00483037324589606
ItemKNNCFRecommender,120,1971,rp3beta,bm25plus,0.00492901868406139
ItemKNNCFRecommender,54,1689,rp3beta,bm25plus,0.005002148336964307
ItemKNNCFRecommender,39,1092,rp3beta,tfidf,0.005013348222162627
ItemKNNCFRecommender,74,364,rp3beta,tfidf,0.004898050426175673
ItemKNNCFRecommender,148,742,rp3beta,bm25plus,0.004873932114246947
ItemKNNCFRecommender,152,1220,rp3beta,tfidf,0.004940377560895285
ItemKNNCFRecommender,197,613,rp3beta,tfidf,0.004878587038501935
ItemKNNCFRecommender,62,1633,rp3beta,bm25plus,0.00500493138686986
ItemKNNCFRecommender,52,588,rp3beta,tfidf,0.0049505916895786544
ItemKNNCFRecommender,51,1296,rp3beta,tfidf,0.005042592128461996
ItemKNNCFRecommender,131,859,rp3beta,tfidf,0.004961958629367726
ItemKNNCFRecommender,53,682,rp3beta,tfidf,0.004985810356080141
ItemKNNCFRecommender,64,1059,rp3beta,tfidf,0.0050349377880338575
ItemKNNCFRecommender,191,1606,rp3beta,bm25plus,0.004863742039646663
ItemKNNCFRecommender,26,286,rp3beta,bm25plus,0.004728727441237678
ItemKNNCFRecommender,188,639,rp3beta,bm25plus,0.004834951823505446
ItemKNNCFRecommender,152,920,rp3beta,tfidf,0.0049289398634314975
ItemKNNCFRecommender,90,399,rp3beta,tfidf,0.004919092903889345
ItemKNNCFRecommender,194,1219,rp3beta,tfidf,0.004901214048495801
ItemKNNCFRecommender,17,555,rp3beta,bm25plus,0.004812275149388309
ItemKNNCFRecommender,47,1091,rp3beta,bm25plus,0.004989468953866657
ItemKNNCFRecommender,56,1061,rp3beta,bm25plus,0.0049967848776442765
ItemKNNCFRecommender,48,1269,rp3beta,bm25plus,0.005004533269260138
ItemKNNCFRecommender,154,1293,rp3beta,tfidf,0.004949279495217986
ItemKNNCFRecommender,63,395,rp3beta,bm25plus,0.004898937428177014
