recommender,alpha,TopK,MAP
P3alphaRecommender,0.2421765223694159,696,0.004495118836358211
P3alphaRecommender,0.4060520266845672,202,0.004724646589604044
P3alphaRecommender,0.3821172545364402,609,0.00456168095813883
P3alphaRecommender,0.3778301679077227,12,0.004304925242710697
P3alphaRecommender,0.7643822069608313,720,0.0047570271145923985
P3alphaRecommender,0.5700366413268315,177,0.004814883723273611
P3alphaRecommender,0.22462062680892664,370,0.004545437358688759
P3alphaRecommender,0.23008202464676222,583,0.004500794900678918
P3alphaRecommender,0.2608849428361582,883,0.004486032263946985
P3alphaRecommender,0.7017090360019885,998,0.004653148456725898
P3alphaRecommender,0.1783969935683067,700,0.0044698514488748335
P3alphaRecommender,0.40036457240753354,542,0.004601405388522937
P3alphaRecommender,0.3047044704458063,794,0.004522399509286897
P3alphaRecommender,0.20798095290281468,360,0.004532155388520656
P3alphaRecommender,0.7947170124469752,597,0.0048170752314343835
P3alphaRecommender,0.6092892319926165,775,0.0046419570794747934
P3alphaRecommender,0.13658437221367842,356,0.004497246164143394
P3alphaRecommender,0.11516978691751759,379,0.004485832213404532
P3alphaRecommender,0.4954429556960791,556,0.004618195571840531
P3alphaRecommender,0.6689031200385294,134,0.004858284929040523
P3alphaRecommender,0.21998953213479322,186,0.0045950131971059455
P3alphaRecommender,0.28268544529939454,156,0.004625078703199092
P3alphaRecommender,0.4863431461671832,863,0.004574993625730616
P3alphaRecommender,0.6183877644220177,847,0.004638990952183969
P3alphaRecommender,0.40489213883839603,401,0.004654136353623274
P3alphaRecommender,0.47329205806436414,98,0.004777839168974782
P3alphaRecommender,0.8313404996833457,994,0.004632246484751281
P3alphaRecommender,0.8414684806507614,128,0.004641251588717882
P3alphaRecommender,0.6713861150206808,804,0.004700806848578945
P3alphaRecommender,0.7240169611991808,408,0.004795034570216103
P3alphaRecommender,0.6599903326259446,425,0.00476403143800905
P3alphaRecommender,0.3393120553132746,849,0.004527131374867074
P3alphaRecommender,0.5676818585445756,65,0.004840614409203301
P3alphaRecommender,0.20240571114016623,502,0.0044961591735025635
P3alphaRecommender,0.8613635635887024,963,0.004624235633736419
P3alphaRecommender,0.106611670551957,568,0.004454302216774438
P3alphaRecommender,0.8065448669526541,590,0.004782489427950911
P3alphaRecommender,0.6331505248599685,717,0.004670221064945599
P3alphaRecommender,0.7487374791006158,97,0.004837924818141915
P3alphaRecommender,0.34473638990728794,567,0.004557257720275044
P3alphaRecommender,0.8954112025672232,119,0.004054896152358226
P3alphaRecommender,0.5013585976694214,601,0.004639222904330793
P3alphaRecommender,0.5176882114814655,297,0.0047284201960530485
P3alphaRecommender,0.6919947248102701,61,0.004897548287429375
P3alphaRecommender,0.17203653705337463,859,0.0044537881769321575
P3alphaRecommender,0.6048720459278812,113,0.004893739798040329
P3alphaRecommender,0.43695097519506865,918,0.0045711418085056564
P3alphaRecommender,0.14878426791393934,43,0.00447173716223937
P3alphaRecommender,0.6673051540088174,211,0.004840376533445723
P3alphaRecommender,0.8345446396201596,427,0.004705190989173221
P3alphaRecommender,1.120935595303768,67,0.0010036649062321482
P3alphaRecommender,0.8046541792188371,237,0.0045813774352266206
P3alphaRecommender,1.4280192654674086,304,0.000521307437071837
P3alphaRecommender,1.3268819268608216,22,0.00019768929331157023
P3alphaRecommender,0.44603779314942127,906,0.004306984069112729
P3alphaRecommender,1.7620197530276216,832,0.000565707547115688
P3alphaRecommender,1.272380897241718,90,0.00047183376979109004
P3alphaRecommender,1.7996699525410094,139,0.0002582058696989461
P3alphaRecommender,0.3798590582524528,384,0.004344038361259799
P3alphaRecommender,1.2591675349108755,339,0.0009411578179163051
P3alphaRecommender,0.8130286039119622,97,0.004554003212103794
P3alphaRecommender,0.3543236451589036,121,0.0043696391740206285
P3alphaRecommender,0.4456525990711683,693,0.004307124230457246
P3alphaRecommender,0.8657275263323291,278,0.00430082267364009
P3alphaRecommender,0.42388111307475096,761,0.004302010024840204
P3alphaRecommender,0.6590819034533358,221,0.004559365079175918
P3alphaRecommender,0.9864665331807353,393,0.0028895233610408467
P3alphaRecommender,0.6112002091370052,326,0.004476774518161189
P3alphaRecommender,0.5147422258631418,486,0.004407625307331972
P3alphaRecommender,0.30774470960012856,662,0.004260182469733679
P3alphaRecommender,0.9680558897438848,602,0.003421276671817927
P3alphaRecommender,0.7094999549046719,108,0.004615013029079902
P3alphaRecommender,0.5948558616663853,303,0.004479761731960162
P3alphaRecommender,0.15802545513856278,613,0.004173635503939547
P3alphaRecommender,0.5445284297379622,653,0.0043732274381234875
P3alphaRecommender,0.8589502947541877,185,0.004370437437226336
P3alphaRecommender,0.4711599643002393,248,0.00443695742434154
P3alphaRecommender,0.334907390587237,282,0.004335640583461358
P3alphaRecommender,0.3489564340993492,984,0.004219025059121368
P3alphaRecommender,0.11201237663978872,291,0.0041685772900181125
P3alphaRecommender,0.12737276390568647,482,0.004155605856931842
P3alphaRecommender,0.45078284803296753,853,0.004302211708810621
P3alphaRecommender,0.36735442518463357,194,0.004376439507322606
P3alphaRecommender,0.38000820816533465,513,0.0043048211420537615
P3alphaRecommender,0.36959485031739514,715,0.004259347266101537
P3alphaRecommender,0.5659689207751201,917,0.004327591239158894
P3alphaRecommender,0.7975596405394695,351,0.004532466174332845
P3alphaRecommender,0.8625006531247716,408,0.004282147224780093
P3alphaRecommender,0.17348539830831244,237,0.004233351893011685
P3alphaRecommender,0.619719186904675,226,0.004547509985356972
P3alphaRecommender,0.5448092264587722,106,0.004552085589484255
P3alphaRecommender,0.4492678010999095,84,0.004449598610468037
P3alphaRecommender,0.5600883091909022,534,0.004413829901880492
P3alphaRecommender,0.3194174299184912,748,0.0042374285307261545
P3alphaRecommender,0.12668281777302354,965,0.0041267027805129254
P3alphaRecommender,0.22745056331550967,821,0.004179984995784899
P3alphaRecommender,0.5848599295635544,551,0.004436022868506975
P3alphaRecommender,0.14420848746549242,8,0.003766505830559515
P3alphaRecommender,0.812443461143662,268,0.004510691609933504
P3alphaRecommender,0.4166392455979967,160,0.004443522838125588
P3alphaRecommender,0.728397132132391,348,0.004555811837281436
P3alphaRecommender,0.5230336479976114,16,0.004321953800518461
P3alphaRecommender,0.5594371748243789,766,0.004354785643002461
P3alphaRecommender,0.5444097080688234,943,0.004325092503115218
P3alphaRecommender,0.5630459160809026,466,0.004440516784602452
P3alphaRecommender,0.6889139696845875,119,0.004614492180738224
P3alphaRecommender,0.7651449181245331,182,0.004591870608021389
P3alphaRecommender,0.7618161084463876,523,0.004485045385536557
P3alphaRecommender,0.8498503370068579,696,0.004334078370101413
P3alphaRecommender,0.7120955748722635,859,0.004444591884764193
P3alphaRecommender,0.963878668251364,255,0.0030522674151449414
P3alphaRecommender,0.3580517010448867,138,0.004410665807132314
P3alphaRecommender,0.14203622986634118,467,0.004162791524676363
P3alphaRecommender,0.6210970075700473,133,0.00460861384035749
P3alphaRecommender,0.6193411526552836,48,0.004600871706049094
P3alphaRecommender,0.3755999684926793,696,0.004265278824759323
P3alphaRecommender,0.1881084693747936,228,0.004248858666058093
P3alphaRecommender,0.2900464630161913,423,0.004267550689172234
P3alphaRecommender,0.7509633357178536,771,0.004442806614558775
P3alphaRecommender,0.12499509586905817,30,0.004099094123790762
P3alphaRecommender,0.5272523732242522,838,0.004329931299401508
P3alphaRecommender,0.7370513587242712,761,0.004476342521659356
P3alphaRecommender,0.6668433643457056,782,0.004420373901261505
P3alphaRecommender,0.924123325187316,34,0.002732235210782181
P3alphaRecommender,0.8853635010945279,844,0.0041637893241202855
P3alphaRecommender,0.6636027681615684,37,0.004582278401005052
P3alphaRecommender,0.1732945096339772,644,0.004186934234604958
P3alphaRecommender,0.4048228057174138,978,0.004262035768199141
P3alphaRecommender,0.34442491264277064,799,0.004249993073264488
P3alphaRecommender,0.652214762478055,354,0.00449852630148461
P3alphaRecommender,0.9367920762597398,609,0.0037928978906135546
P3alphaRecommender,0.35305864528207986,773,0.004245476625308977
P3alphaRecommender,0.9839935616053651,437,0.002995237028130564
P3alphaRecommender,0.6938620559371642,709,0.004462949820769511
P3alphaRecommender,0.4278710026558429,688,0.004302260035528458
P3alphaRecommender,0.27165739294381164,606,0.004235498318711067
P3alphaRecommender,0.13209673609529207,524,0.004159007400889182
P3alphaRecommender,0.20239292446090618,945,0.004159159215908082
P3alphaRecommender,0.3785758228720074,599,0.00428278690478288
P3alphaRecommender,0.20529613478597256,708,0.0042061091772847775
P3alphaRecommender,0.7618743371032491,656,0.004478459296870683
P3alphaRecommender,0.1974612148870135,909,0.004156805121601391
P3alphaRecommender,0.47178582861072615,203,0.0044431317165664385
P3alphaRecommender,0.8084620258614488,443,0.004461273278022617
P3alphaRecommender,0.1820920285653762,850,0.004148132241945069
P3alphaRecommender,0.17676546454614786,416,0.004197594265211986
P3alphaRecommender,0.5308149353578075,805,0.00433188077900169
P3alphaRecommender,0.9725316598951822,465,0.003211573159788797
P3alphaRecommender,0.9822587162928585,527,0.003078558395722502
P3alphaRecommender,0.2757910104270053,819,0.0042113330595132115
P3alphaRecommender,0.12844403513089828,100,0.004185497846894021
P3alphaRecommender,0.5216099810586071,481,0.004421210722485387
P3alphaRecommender,0.8154524807505871,291,0.004489224631129416
P3alphaRecommender,0.6864590617482944,621,0.004456823571101478
P3alphaRecommender,0.8893198852256055,263,0.004173986820869537
P3alphaRecommender,0.8857015395338305,54,0.003757721427361851
P3alphaRecommender,0.6875568604230359,327,0.0045268107564469225
P3alphaRecommender,0.9122026815687932,91,0.0035779152906372062
P3alphaRecommender,0.34961815599654433,43,0.00432455240416706
P3alphaRecommender,0.225389394969138,813,0.004180809884534305
P3alphaRecommender,0.8096713724236158,314,0.004506054656176592
P3alphaRecommender,0.4846752348586908,96,0.004482005524223082
P3alphaRecommender,0.4192795420226395,197,0.0043974816571286275
P3alphaRecommender,0.175859732835433,174,0.0042789238887194275
P3alphaRecommender,0.10966880567935233,302,0.004174937477699641
P3alphaRecommender,0.7597472490297007,157,0.004597248013098774
P3alphaRecommender,0.8536128895156777,431,0.004321648681636491
P3alphaRecommender,0.8093094998697866,313,0.004512356584704648
P3alphaRecommender,0.13852657929990936,517,0.004164709396458566
P3alphaRecommender,0.9222902450807742,752,0.003977930398400011
P3alphaRecommender,0.623581932365548,28,0.004556859533672929
P3alphaRecommender,0.43648348641993295,547,0.0043331992252139545
P3alphaRecommender,0.9567527747252824,799,0.0036833907169894083
P3alphaRecommender,0.586723930232461,682,0.0043863233355856636
P3alphaRecommender,0.9025018583462631,979,0.004104321898645752
P3alphaRecommender,0.1639639003547775,654,0.004178334250763582
P3alphaRecommender,0.26939431178727735,989,0.0041794492384590945
P3alphaRecommender,0.6267918974310446,36,0.004557370509178119
P3alphaRecommender,0.31183296937354343,762,0.004229553251834758
P3alphaRecommender,0.18674340621926755,290,0.004218790379529249
P3alphaRecommender,0.16197894766963852,963,0.004141674808720454
P3alphaRecommender,0.4809925490969841,5,0.003716462881148319
P3alphaRecommender,0.8458023122473984,541,0.0043510704160838855
P3alphaRecommender,0.24383095082404482,409,0.004234364838075647
P3alphaRecommender,0.7737784852844842,888,0.004440226561269016
P3alphaRecommender,0.11838281947680054,253,0.004184067859450352
P3alphaRecommender,0.7732272500212577,442,0.0045169590910360885
P3alphaRecommender,0.8630257708156269,663,0.004280372707080646
P3alphaRecommender,0.5860012904734613,872,0.004341121804577117
P3alphaRecommender,0.5378104010906435,979,0.004324007838693492
P3alphaRecommender,0.8907596983485403,788,0.004168516500867377
P3alphaRecommender,0.48839209920735727,948,0.004288433125595063
P3alphaRecommender,0.35707182224488876,193,0.004381369440920407
P3alphaRecommender,0.8645170066370825,481,0.0043044647232759435
P3alphaRecommender,0.4597953745563347,489,0.004364742243463543
P3alphaRecommender,0.9149411156406217,761,0.004023708907996651
P3alphaRecommender,0.9208932697422447,94,0.0033519383431451764
P3alphaRecommender,0.7628924349290981,582,0.004473523115286833
P3alphaRecommender,0.41495435248990564,692,0.004295902812075454
P3alphaRecommender,0.8267520854888292,816,0.004409464895321782
P3alphaRecommender,0.28255090120921206,622,0.00424224748731314
P3alphaRecommender,0.7420311800157094,658,0.004477279159002748
P3alphaRecommender,0.5087002545834101,842,0.004326229473574483
P3alphaRecommender,0.7731829218772492,153,0.0045644313680792865
P3alphaRecommender,0.8847258019799041,314,0.0042123924139273634
P3alphaRecommender,0.40030206580583605,533,0.004315009593542584
P3alphaRecommender,0.1907267243729243,890,0.004153501001634388
P3alphaRecommender,0.7905994263870674,364,0.004544086313171554
P3alphaRecommender,0.430226270504279,78,0.00443440173019023
P3alphaRecommender,0.8151287615889297,943,0.004393666284591321
P3alphaRecommender,0.670211184582855,515,0.004486524229274288
P3alphaRecommender,0.6047607197476838,108,0.0047034206387127795
P3alphaRecommender,0.6623726399521498,183,0.004706558791942642
P3alphaRecommender,0.6221862924063017,191,0.0046963874232597395
P3alphaRecommender,0.7476936743897197,83,0.004692936459382218
P3alphaRecommender,0.513428387770467,200,0.004623214122179935
P3alphaRecommender,0.5731295850893932,58,0.004643987127653942
P3alphaRecommender,0.7667295003261094,131,0.004705940268338978
P3alphaRecommender,0.7875225226751899,91,0.0046564662364192225
P3alphaRecommender,0.5245899920378599,136,0.00467138228686904
P3alphaRecommender,0.5631277562980204,166,0.004661963643264093
P3alphaRecommender,0.7018792266296995,162,0.004726918206633609
P3alphaRecommender,0.6941714810963053,167,0.004735673366027221
P3alphaRecommender,0.6975128631276915,155,0.004737226213704479
P3alphaRecommender,0.6970957166370029,150,0.004738622974904106
P3alphaRecommender,0.716903885465354,146,0.004716083495483021
P3alphaRecommender,0.6631677666156638,113,0.004722605248257723
