rec_name,topK,shrink,similarity,feature_weighting,MAP
['UserKNNCFRecommender', 200, 100, 'euclidean', 'none', 0.016997422159752574]
['UserKNNCFRecommender', 200, 100, 'euclidean', 'BM25', 0.00765342432598549]
['UserKNNCFRecommender', 200, 100, 'euclidean', 'TF-IDF', 0.01739598703057489]
['UserKNNCFRecommender', 200, 100, 'jaccard', 'none', 0.016827347056433066]
['UserKNNCFRecommender', 200, 100, 'jaccard', 'BM25', 0.00981561090016002]
['UserKNNCFRecommender', 200, 100, 'jaccard', 'TF-IDF', 0.017009570312044576]
['UserKNNCFRecommender', 200, 500, 'tanimoto', 'none', 0.01621135376336307]
['UserKNNCFRecommender', 200, 500, 'tanimoto', 'BM25', 0.009348050779043654]
['UserKNNCFRecommender', 200, 500, 'tanimoto', 'TF-IDF', 0.016417782999113364]
['UserKNNCFRecommender', 200, 500, 'cosine', 'none', 0.016755936355647493]
['UserKNNCFRecommender', 200, 500, 'cosine', 'BM25', 0.00710766751591079]
['UserKNNCFRecommender', 200, 500, 'cosine', 'TF-IDF', 0.01765653323512237]
['UserKNNCFRecommender', 200, 500, 'euclidean', 'none', 0.017002256945658375]
['UserKNNCFRecommender', 200, 500, 'euclidean', 'BM25', 0.007665413196459855]
['UserKNNCFRecommender', 200, 500, 'euclidean', 'TF-IDF', 0.017381300081505482]
['UserKNNCFRecommender', 200, 500, 'jaccard', 'none', 0.01621135376336307]
['UserKNNCFRecommender', 200, 500, 'jaccard', 'BM25', 0.009348050779043654]
['UserKNNCFRecommender', 200, 500, 'jaccard', 'TF-IDF', 0.016417782999113364]
['UserKNNCFRecommender', 200, 1000, 'tanimoto', 'none', 0.016094467132391054]
['UserKNNCFRecommender', 200, 1000, 'tanimoto', 'BM25', 0.009230637741088734]
['UserKNNCFRecommender', 200, 1000, 'tanimoto', 'TF-IDF', 0.016292250473377744]
['UserKNNCFRecommender', 200, 1000, 'cosine', 'none', 0.01641178856387624]
['UserKNNCFRecommender', 200, 1000, 'cosine', 'BM25', 0.007155529759671032]
['UserKNNCFRecommender', 200, 1000, 'cosine', 'TF-IDF', 0.017669878914738972]
['UserKNNCFRecommender', 200, 1000, 'euclidean', 'none', 0.01698955324946548]
['UserKNNCFRecommender', 200, 1000, 'euclidean', 'BM25', 0.007669381644674231]
['UserKNNCFRecommender', 200, 1000, 'euclidean', 'TF-IDF', 0.017384735324122803]
['UserKNNCFRecommender', 200, 1000, 'jaccard', 'none', 0.016094467132391054]
['UserKNNCFRecommender', 200, 1000, 'jaccard', 'BM25', 0.009230637741088734]
['UserKNNCFRecommender', 200, 1000, 'jaccard', 'TF-IDF', 0.016292250473377744]
['UserKNNCFRecommender', 200, 10000, 'tanimoto', 'none', 0.0161195035146892]
['UserKNNCFRecommender', 200, 10000, 'tanimoto', 'BM25', 0.009173162256891416]
['UserKNNCFRecommender', 200, 10000, 'tanimoto', 'TF-IDF', 0.016293373215946445]
['UserKNNCFRecommender', 200, 10000, 'cosine', 'none', 0.01573182322515379]
['UserKNNCFRecommender', 200, 10000, 'cosine', 'BM25', 0.007098153340994474]
['UserKNNCFRecommender', 200, 10000, 'cosine', 'TF-IDF', 0.01692075224529072]
['UserKNNCFRecommender', 200, 10000, 'euclidean', 'none', 0.016966500120043946]
['UserKNNCFRecommender', 200, 10000, 'euclidean', 'BM25', 0.007667889834479108]
['UserKNNCFRecommender', 200, 10000, 'euclidean', 'TF-IDF', 0.017435370431233936]
['UserKNNCFRecommender', 200, 10000, 'jaccard', 'none', 0.0161195035146892]
['UserKNNCFRecommender', 200, 10000, 'jaccard', 'BM25', 0.009173162256891416]
['UserKNNCFRecommender', 200, 10000, 'jaccard', 'TF-IDF', 0.016293373215946445]
['UserKNNCFRecommender', 500, 10, 'tanimoto', 'none', 0.01911704552429716]
['UserKNNCFRecommender', 500, 10, 'tanimoto', 'BM25', 0.012671526121829972]
['UserKNNCFRecommender', 500, 10, 'tanimoto', 'TF-IDF', 0.019299973893321304]
['UserKNNCFRecommender', 500, 10, 'cosine', 'none', 0.01897812749849038]
['UserKNNCFRecommender', 500, 10, 'cosine', 'BM25', 0.010817584829222952]
['UserKNNCFRecommender', 500, 10, 'cosine', 'TF-IDF', 0.019380366534656673]
['UserKNNCFRecommender', 500, 10, 'euclidean', 'none', 0.01816813575006559]
['UserKNNCFRecommender', 500, 10, 'euclidean', 'BM25', 0.01225310347024609]
['UserKNNCFRecommender', 500, 10, 'euclidean', 'TF-IDF', 0.018779953722804235]
['UserKNNCFRecommender', 500, 10, 'jaccard', 'none', 0.01911704552429716]
['UserKNNCFRecommender', 500, 10, 'jaccard', 'BM25', 0.012671526121829972]
['UserKNNCFRecommender', 500, 10, 'jaccard', 'TF-IDF', 0.019299973893321304]
['UserKNNCFRecommender', 500, 50, 'tanimoto', 'none', 0.018878232546791558]
['UserKNNCFRecommender', 500, 50, 'tanimoto', 'BM25', 0.012600458265444654]
['UserKNNCFRecommender', 500, 50, 'tanimoto', 'TF-IDF', 0.01902607909546542]
['UserKNNCFRecommender', 500, 50, 'cosine', 'none', 0.018946577072586415]
['UserKNNCFRecommender', 500, 50, 'cosine', 'BM25', 0.010798993533158434]
['UserKNNCFRecommender', 500, 50, 'cosine', 'TF-IDF', 0.01937238981777352]
['UserKNNCFRecommender', 500, 50, 'euclidean', 'none', 0.01815727544954351]
['UserKNNCFRecommender', 500, 50, 'euclidean', 'BM25', 0.012249805171142799]
['UserKNNCFRecommender', 500, 50, 'euclidean', 'TF-IDF', 0.01877676711521947]
['UserKNNCFRecommender', 500, 50, 'jaccard', 'none', 0.018878232546791558]
['UserKNNCFRecommender', 500, 50, 'jaccard', 'BM25', 0.012600458265444654]
['UserKNNCFRecommender', 500, 50, 'jaccard', 'TF-IDF', 0.01902607909546542]
['UserKNNCFRecommender', 500, 100, 'tanimoto', 'none', 0.018644203851200997]
['UserKNNCFRecommender', 500, 100, 'tanimoto', 'BM25', 0.012448740391616074]
['UserKNNCFRecommender', 500, 100, 'tanimoto', 'TF-IDF', 0.01878622107383882]
['UserKNNCFRecommender', 500, 100, 'cosine', 'none', 0.018915447189530393]
['UserKNNCFRecommender', 500, 100, 'cosine', 'BM25', 0.010792653339829157]
['UserKNNCFRecommender', 500, 100, 'cosine', 'TF-IDF', 0.01937412540684815]
['UserKNNCFRecommender', 500, 100, 'euclidean', 'none', 0.018150937198675426]
['UserKNNCFRecommender', 500, 100, 'euclidean', 'BM25', 0.01224836289370808]
['UserKNNCFRecommender', 500, 100, 'euclidean', 'TF-IDF', 0.018783848357493357]
['UserKNNCFRecommender', 500, 100, 'jaccard', 'none', 0.018644203851200997]
['UserKNNCFRecommender', 500, 100, 'jaccard', 'BM25', 0.012448740391616074]
['UserKNNCFRecommender', 500, 100, 'jaccard', 'TF-IDF', 0.01878622107383882]
['UserKNNCFRecommender', 500, 500, 'tanimoto', 'none', 0.018435129954538384]
['UserKNNCFRecommender', 500, 500, 'tanimoto', 'BM25', 0.01211866281748594]
['UserKNNCFRecommender', 500, 500, 'tanimoto', 'TF-IDF', 0.01857304178544795]
['UserKNNCFRecommender', 500, 500, 'cosine', 'none', 0.018639132085029795]
['UserKNNCFRecommender', 500, 500, 'cosine', 'BM25', 0.010749645306586656]
['UserKNNCFRecommender', 500, 500, 'cosine', 'TF-IDF', 0.019335172261343077]
['UserKNNCFRecommender', 500, 500, 'euclidean', 'none', 0.018177785897265233]
['UserKNNCFRecommender', 500, 500, 'euclidean', 'BM25', 0.012249923661275496]
['UserKNNCFRecommender', 500, 500, 'euclidean', 'TF-IDF', 0.018787466191462623]
['UserKNNCFRecommender', 500, 500, 'jaccard', 'none', 0.018435129954538384]
['UserKNNCFRecommender', 500, 500, 'jaccard', 'BM25', 0.01211866281748594]
['UserKNNCFRecommender', 500, 500, 'jaccard', 'TF-IDF', 0.01857304178544795]
['UserKNNCFRecommender', 500, 1000, 'tanimoto', 'none', 0.018401986710457233]
['UserKNNCFRecommender', 500, 1000, 'tanimoto', 'BM25', 0.012048922633325063]
['UserKNNCFRecommender', 500, 1000, 'tanimoto', 'TF-IDF', 0.01855113276566819]
['UserKNNCFRecommender', 500, 1000, 'cosine', 'none', 0.018483032018753055]
['UserKNNCFRecommender', 500, 1000, 'cosine', 'BM25', 0.010697430978526719]
['UserKNNCFRecommender', 500, 1000, 'cosine', 'TF-IDF', 0.019299560149087434]
['UserKNNCFRecommender', 500, 1000, 'euclidean', 'none', 0.01817360280708924]
['UserKNNCFRecommender', 500, 1000, 'euclidean', 'BM25', 0.012236940250671067]
['UserKNNCFRecommender', 500, 1000, 'euclidean', 'TF-IDF', 0.018779440913049675]
['UserKNNCFRecommender', 500, 1000, 'jaccard', 'none', 0.018401986710457233]
['UserKNNCFRecommender', 500, 1000, 'jaccard', 'BM25', 0.012048922633325063]
['UserKNNCFRecommender', 500, 1000, 'jaccard', 'TF-IDF', 0.01855113276566819]
['UserKNNCFRecommender', 500, 10000, 'tanimoto', 'none', 0.018372257341920255]
['UserKNNCFRecommender', 500, 10000, 'tanimoto', 'BM25', 0.012002069498153875]
['UserKNNCFRecommender', 500, 10000, 'tanimoto', 'TF-IDF', 0.018561134498343585]
['UserKNNCFRecommender', 500, 10000, 'cosine', 'none', 0.018139601966392145]
['UserKNNCFRecommender', 500, 10000, 'cosine', 'BM25', 0.010256542792031795]
['UserKNNCFRecommender', 500, 10000, 'cosine', 'TF-IDF', 0.018891134374026047]
['UserKNNCFRecommender', 500, 10000, 'euclidean', 'none', 0.018183317055508266]
['UserKNNCFRecommender', 500, 10000, 'euclidean', 'BM25', 0.012258936681204416]
['UserKNNCFRecommender', 500, 10000, 'euclidean', 'TF-IDF', 0.018772960862514686]
['UserKNNCFRecommender', 500, 10000, 'jaccard', 'none', 0.018372257341920255]
['UserKNNCFRecommender', 500, 10000, 'jaccard', 'BM25', 0.012002069498153875]
['UserKNNCFRecommender', 500, 10000, 'jaccard', 'TF-IDF', 0.018561134498343585]
['UserKNNCFRecommender', 1000, 10, 'tanimoto', 'none', 0.019250787862259058]
['UserKNNCFRecommender', 1000, 10, 'tanimoto', 'BM25', 0.014326606007488751]
['UserKNNCFRecommender', 1000, 10, 'tanimoto', 'TF-IDF', 0.019342016523351574]
['UserKNNCFRecommender', 1000, 10, 'cosine', 'none', 0.019197195357983612]
['UserKNNCFRecommender', 1000, 10, 'cosine', 'BM25', 0.013384947440885336]
['UserKNNCFRecommender', 1000, 10, 'cosine', 'TF-IDF', 0.019523915387944058]
['UserKNNCFRecommender', 1000, 10, 'euclidean', 'none', 0.017817714779876245]
['UserKNNCFRecommender', 1000, 10, 'euclidean', 'BM25', 0.014803659907678787]
['UserKNNCFRecommender', 1000, 10, 'euclidean', 'TF-IDF', 0.018621397414350763]
['UserKNNCFRecommender', 1000, 10, 'jaccard', 'none', 0.019250787862259058]
['UserKNNCFRecommender', 1000, 10, 'jaccard', 'BM25', 0.014326606007488751]
['UserKNNCFRecommender', 1000, 10, 'jaccard', 'TF-IDF', 0.019342016523351574]
['UserKNNCFRecommender', 1000, 50, 'tanimoto', 'none', 0.019015724806083743]
['UserKNNCFRecommender', 1000, 50, 'tanimoto', 'BM25', 0.014133770115157089]
['UserKNNCFRecommender', 1000, 50, 'tanimoto', 'TF-IDF', 0.019127596002259117]
['UserKNNCFRecommender', 1000, 50, 'cosine', 'none', 0.01913808820638535]
['UserKNNCFRecommender', 1000, 50, 'cosine', 'BM25', 0.013358114281984988]
['UserKNNCFRecommender', 1000, 50, 'cosine', 'TF-IDF', 0.019532074696179246]
['UserKNNCFRecommender', 1000, 50, 'euclidean', 'none', 0.01780655436910016]
['UserKNNCFRecommender', 1000, 50, 'euclidean', 'BM25', 0.014788857382168435]
['UserKNNCFRecommender', 1000, 50, 'euclidean', 'TF-IDF', 0.018602704139073736]
['UserKNNCFRecommender', 1000, 50, 'jaccard', 'none', 0.019015724806083743]
['UserKNNCFRecommender', 1000, 50, 'jaccard', 'BM25', 0.014133770115157089]
['UserKNNCFRecommender', 1000, 50, 'jaccard', 'TF-IDF', 0.019127596002259117]
['UserKNNCFRecommender', 1000, 100, 'tanimoto', 'none', 0.018948141725076088]
['UserKNNCFRecommender', 1000, 100, 'tanimoto', 'BM25', 0.013985796335275205]
['UserKNNCFRecommender', 1000, 100, 'tanimoto', 'TF-IDF', 0.019011226065964046]
['UserKNNCFRecommender', 1000, 100, 'cosine', 'none', 0.019097949188322794]
['UserKNNCFRecommender', 1000, 100, 'cosine', 'BM25', 0.013346657645877148]
['UserKNNCFRecommender', 1000, 100, 'cosine', 'TF-IDF', 0.019490254477955396]
['UserKNNCFRecommender', 1000, 100, 'euclidean', 'none', 0.01782125491539791]
['UserKNNCFRecommender', 1000, 100, 'euclidean', 'BM25', 0.014802044751197955]
['UserKNNCFRecommender', 1000, 100, 'euclidean', 'TF-IDF', 0.018589941197814517]
['UserKNNCFRecommender', 1000, 100, 'jaccard', 'none', 0.018948141725076088]
['UserKNNCFRecommender', 1000, 100, 'jaccard', 'BM25', 0.013985796335275205]
['UserKNNCFRecommender', 1000, 100, 'jaccard', 'TF-IDF', 0.019011226065964046]
['UserKNNCFRecommender', 1000, 500, 'tanimoto', 'none', 0.01886374081507192]
['UserKNNCFRecommender', 1000, 500, 'tanimoto', 'BM25', 0.01372955753842013]
['UserKNNCFRecommender', 1000, 500, 'tanimoto', 'TF-IDF', 0.018967664431282043]
['UserKNNCFRecommender', 1000, 500, 'cosine', 'none', 0.018881713437246962]
['UserKNNCFRecommender', 1000, 500, 'cosine', 'BM25', 0.013245130055546872]
['UserKNNCFRecommender', 1000, 500, 'cosine', 'TF-IDF', 0.01946052705187966]
['UserKNNCFRecommender', 1000, 500, 'euclidean', 'none', 0.017803618339009036]
['UserKNNCFRecommender', 1000, 500, 'euclidean', 'BM25', 0.014807982855060546]
['UserKNNCFRecommender', 1000, 500, 'euclidean', 'TF-IDF', 0.018613280840261797]
['UserKNNCFRecommender', 1000, 500, 'jaccard', 'none', 0.01886374081507192]
['UserKNNCFRecommender', 1000, 500, 'jaccard', 'BM25', 0.01372955753842013]
['UserKNNCFRecommender', 1000, 500, 'jaccard', 'TF-IDF', 0.018967664431282043]
['UserKNNCFRecommender', 1000, 1000, 'tanimoto', 'none', 0.01885291936377376]
['UserKNNCFRecommender', 1000, 1000, 'tanimoto', 'BM25', 0.013627900774420651]
['UserKNNCFRecommender', 1000, 1000, 'tanimoto', 'TF-IDF', 0.018959377891838814]
['UserKNNCFRecommender', 1000, 1000, 'cosine', 'none', 0.0188245778837581]
['UserKNNCFRecommender', 1000, 1000, 'cosine', 'BM25', 0.01317253056851204]
['UserKNNCFRecommender', 1000, 1000, 'cosine', 'TF-IDF', 0.019441760934307946]
['UserKNNCFRecommender', 1000, 1000, 'euclidean', 'none', 0.017823925799536264]
['UserKNNCFRecommender', 1000, 1000, 'euclidean', 'BM25', 0.014813270234424048]
['UserKNNCFRecommender', 1000, 1000, 'euclidean', 'TF-IDF', 0.01860770597664205]
['UserKNNCFRecommender', 1000, 1000, 'jaccard', 'none', 0.01885291936377376]
['UserKNNCFRecommender', 1000, 1000, 'jaccard', 'BM25', 0.013627900774420651]
['UserKNNCFRecommender', 1000, 1000, 'jaccard', 'TF-IDF', 0.018959377891838814]
['UserKNNCFRecommender', 1000, 10000, 'tanimoto', 'none', 0.018821994410373376]
['UserKNNCFRecommender', 1000, 10000, 'tanimoto', 'BM25', 0.013562029001722783]
['UserKNNCFRecommender', 1000, 10000, 'tanimoto', 'TF-IDF', 0.01894657707258638]
['UserKNNCFRecommender', 1000, 10000, 'cosine', 'none', 0.01867497826385901]
['UserKNNCFRecommender', 1000, 10000, 'cosine', 'BM25', 0.012645792395963978]
['UserKNNCFRecommender', 1000, 10000, 'cosine', 'TF-IDF', 0.019071189842947776]
['UserKNNCFRecommender', 1000, 10000, 'euclidean', 'none', 0.01784386322120654]
['UserKNNCFRecommender', 1000, 10000, 'euclidean', 'BM25', 0.014739480989909402]
['UserKNNCFRecommender', 1000, 10000, 'euclidean', 'TF-IDF', 0.018598148096348934]
['UserKNNCFRecommender', 1000, 10000, 'jaccard', 'none', 0.018821994410373376]
['UserKNNCFRecommender', 1000, 10000, 'jaccard', 'BM25', 0.013562029001722783]
['UserKNNCFRecommender', 1000, 10000, 'jaccard', 'TF-IDF', 0.01894657707258638]
['UserKNNCFRecommender', 2000, 10, 'tanimoto', 'none', 0.018564901901824585]
['UserKNNCFRecommender', 2000, 10, 'tanimoto', 'BM25', 0.015161816729563623]
['UserKNNCFRecommender', 2000, 10, 'tanimoto', 'TF-IDF', 0.018645935555353273]
['UserKNNCFRecommender', 2000, 10, 'cosine', 'none', 0.018656837618790934]
['UserKNNCFRecommender', 2000, 10, 'cosine', 'BM25', 0.014676435498245257]
['UserKNNCFRecommender', 2000, 10, 'cosine', 'TF-IDF', 0.01887890463836395]
['UserKNNCFRecommender', 2000, 10, 'euclidean', 'none', 0.016598803871247295]
['UserKNNCFRecommender', 2000, 10, 'euclidean', 'BM25', 0.015159760634392318]
['UserKNNCFRecommender', 2000, 10, 'euclidean', 'TF-IDF', 0.017436214430621728]
['UserKNNCFRecommender', 2000, 10, 'jaccard', 'none', 0.018564901901824585]
['UserKNNCFRecommender', 2000, 10, 'jaccard', 'BM25', 0.015161816729563623]
['UserKNNCFRecommender', 2000, 10, 'jaccard', 'TF-IDF', 0.018645935555353273]
['UserKNNCFRecommender', 2000, 50, 'tanimoto', 'none', 0.01844148374509594]
['UserKNNCFRecommender', 2000, 50, 'tanimoto', 'BM25', 0.015052539690309615]
['UserKNNCFRecommender', 2000, 50, 'tanimoto', 'TF-IDF', 0.01849068143092544]
['UserKNNCFRecommender', 2000, 50, 'cosine', 'none', 0.018601889276603823]
['UserKNNCFRecommender', 2000, 50, 'cosine', 'BM25', 0.014668767632691539]
['UserKNNCFRecommender', 2000, 50, 'cosine', 'TF-IDF', 0.018882141749939702]
['UserKNNCFRecommender', 2000, 50, 'euclidean', 'none', 0.016579533684996393]
['UserKNNCFRecommender', 2000, 50, 'euclidean', 'BM25', 0.015178584054569231]
['UserKNNCFRecommender', 2000, 50, 'euclidean', 'TF-IDF', 0.01745738531514863]
['UserKNNCFRecommender', 2000, 50, 'jaccard', 'none', 0.01844148374509594]
['UserKNNCFRecommender', 2000, 50, 'jaccard', 'BM25', 0.015052539690309615]
['UserKNNCFRecommender', 2000, 50, 'jaccard', 'TF-IDF', 0.01849068143092544]
['UserKNNCFRecommender', 2000, 100, 'tanimoto', 'none', 0.01837817116501805]
['UserKNNCFRecommender', 2000, 100, 'tanimoto', 'BM25', 0.014871755798440961]
['UserKNNCFRecommender', 2000, 100, 'tanimoto', 'TF-IDF', 0.018440284275310213]
['UserKNNCFRecommender', 2000, 100, 'cosine', 'none', 0.018517302861555833]
['UserKNNCFRecommender', 2000, 100, 'cosine', 'BM25', 0.014653003588891366]
['UserKNNCFRecommender', 2000, 100, 'cosine', 'TF-IDF', 0.018878935717742986]
['UserKNNCFRecommender', 2000, 100, 'euclidean', 'none', 0.016576564633065078]
['UserKNNCFRecommender', 2000, 100, 'euclidean', 'BM25', 0.015174319381023146]
['UserKNNCFRecommender', 2000, 100, 'euclidean', 'TF-IDF', 0.017465394082641486]
['UserKNNCFRecommender', 2000, 100, 'jaccard', 'none', 0.01837817116501805]
['UserKNNCFRecommender', 2000, 100, 'jaccard', 'BM25', 0.014871755798440961]
['UserKNNCFRecommender', 2000, 100, 'jaccard', 'TF-IDF', 0.018440284275310213]
['UserKNNCFRecommender', 2000, 500, 'tanimoto', 'none', 0.01832786433384829]
['UserKNNCFRecommender', 2000, 500, 'tanimoto', 'BM25', 0.014610576351545218]
['UserKNNCFRecommender', 2000, 500, 'tanimoto', 'TF-IDF', 0.018435779707806993]
['UserKNNCFRecommender', 2000, 500, 'cosine', 'none', 0.01833057600967159]
['UserKNNCFRecommender', 2000, 500, 'cosine', 'BM25', 0.014567436230941679]
['UserKNNCFRecommender', 2000, 500, 'cosine', 'TF-IDF', 0.018818034703234315]
['UserKNNCFRecommender', 2000, 500, 'euclidean', 'none', 0.016491062347565207]
['UserKNNCFRecommender', 2000, 500, 'euclidean', 'BM25', 0.015141178079403177]
['UserKNNCFRecommender', 2000, 500, 'euclidean', 'TF-IDF', 0.017437050660164724]
['UserKNNCFRecommender', 2000, 500, 'jaccard', 'none', 0.01832786433384829]
['UserKNNCFRecommender', 2000, 500, 'jaccard', 'BM25', 0.014610576351545218]
['UserKNNCFRecommender', 2000, 500, 'jaccard', 'TF-IDF', 0.018435779707806993]
['UserKNNCFRecommender', 2000, 1000, 'tanimoto', 'none', 0.018312673316099603]
['UserKNNCFRecommender', 2000, 1000, 'tanimoto', 'BM25', 0.014520180035073191]
['UserKNNCFRecommender', 2000, 1000, 'tanimoto', 'TF-IDF', 0.018393107720350653]
['UserKNNCFRecommender', 2000, 1000, 'cosine', 'none', 0.01828247484318482]
['UserKNNCFRecommender', 2000, 1000, 'cosine', 'BM25', 0.014482395279974799]
['UserKNNCFRecommender', 2000, 1000, 'cosine', 'TF-IDF', 0.018772121719279854]
['UserKNNCFRecommender', 2000, 1000, 'euclidean', 'none', 0.016542426848853854]
['UserKNNCFRecommender', 2000, 1000, 'euclidean', 'BM25', 0.015136974593384629]
['UserKNNCFRecommender', 2000, 1000, 'euclidean', 'TF-IDF', 0.017433498869875934]
['UserKNNCFRecommender', 2000, 1000, 'jaccard', 'none', 0.018312673316099603]
['UserKNNCFRecommender', 2000, 1000, 'jaccard', 'BM25', 0.014520180035073191]
['UserKNNCFRecommender', 2000, 1000, 'jaccard', 'TF-IDF', 0.018393107720350653]
['UserKNNCFRecommender', 2000, 10000, 'tanimoto', 'none', 0.018291240199311852]
['UserKNNCFRecommender', 2000, 10000, 'tanimoto', 'BM25', 0.014445385566891879]
['UserKNNCFRecommender', 2000, 10000, 'tanimoto', 'TF-IDF', 0.018367820760558828]
['UserKNNCFRecommender', 2000, 10000, 'cosine', 'none', 0.01819695410430371]
['UserKNNCFRecommender', 2000, 10000, 'cosine', 'BM25', 0.014073563530524401]
['UserKNNCFRecommender', 2000, 10000, 'cosine', 'TF-IDF', 0.018544581815299634]
['UserKNNCFRecommender', 2000, 10000, 'euclidean', 'none', 0.01651172819218229]
['UserKNNCFRecommender', 2000, 10000, 'euclidean', 'BM25', 0.015141628730399667]
['UserKNNCFRecommender', 2000, 10000, 'euclidean', 'TF-IDF', 0.017465737898272375]
['UserKNNCFRecommender', 2000, 10000, 'jaccard', 'none', 0.018291240199311852]
['UserKNNCFRecommender', 2000, 10000, 'jaccard', 'BM25', 0.014445385566891879]
['UserKNNCFRecommender', 2000, 10000, 'jaccard', 'TF-IDF', 0.018367820760558828]
['UserKNNCFRecommender', 5000, 10, 'tanimoto', 'none', 0.016773965309197007]
['UserKNNCFRecommender', 5000, 10, 'tanimoto', 'BM25', 0.01582915509931022]
['UserKNNCFRecommender', 5000, 10, 'tanimoto', 'TF-IDF', 0.01679026255859426]
['UserKNNCFRecommender', 5000, 10, 'cosine', 'none', 0.01692100865016806]
['UserKNNCFRecommender', 5000, 10, 'cosine', 'BM25', 0.015458764656840903]
['UserKNNCFRecommender', 5000, 10, 'cosine', 'TF-IDF', 0.016963226101705565]
['UserKNNCFRecommender', 5000, 10, 'euclidean', 'none', 0.012964182181104506]
['UserKNNCFRecommender', 5000, 10, 'euclidean', 'BM25', 0.01340092029926361]
['UserKNNCFRecommender', 5000, 10, 'euclidean', 'TF-IDF', 0.014150375244653107]
['UserKNNCFRecommender', 5000, 10, 'jaccard', 'none', 0.016773965309197007]
['UserKNNCFRecommender', 5000, 10, 'jaccard', 'BM25', 0.01582915509931022]
['UserKNNCFRecommender', 5000, 10, 'jaccard', 'TF-IDF', 0.01679026255859426]
['UserKNNCFRecommender', 5000, 50, 'tanimoto', 'none', 0.016736200949941094]
['UserKNNCFRecommender', 5000, 50, 'tanimoto', 'BM25', 0.015602014371104955]
['UserKNNCFRecommender', 5000, 50, 'tanimoto', 'TF-IDF', 0.01674217304687459]
['UserKNNCFRecommender', 5000, 50, 'cosine', 'none', 0.01690040399307851]
['UserKNNCFRecommender', 5000, 50, 'cosine', 'BM25', 0.015446622331932426]
['UserKNNCFRecommender', 5000, 50, 'cosine', 'TF-IDF', 0.01696344754228141]
