ItemKNNCFRecommender,199.0568944261967,176,rp3beta,tfidf,0.014930602389588779
ItemKNNCFRecommender,52.24532638273162,303,rp3beta,bm25,0.016644610553547084
ItemKNNCFRecommender,136.95902730590393,228,rp3beta,bm25plus,0.015627736932353756
ItemKNNCFRecommender,156.28891713808198,130,rp3beta,bm25plus,0.015475028523660376
ItemKNNCFRecommender,54.71976840664482,374,rp3beta,tfidf,0.01688502749764456
ItemKNNCFRecommender,24.716771321167386,456,rp3beta,bm25,0.017157248246466066
ItemKNNCFRecommender,127.90205792455694,439,rp3beta,tfidf,0.015564951080585624
ItemKNNCFRecommender,77.52216924396893,277,rp3beta,bm25,0.016156522425014083
ItemKNNCFRecommender,108.98175985972028,244,rp3beta,tfidf,0.016020612803779977
ItemKNNCFRecommender,184.140090286839,266,rp3beta,bm25plus,0.015030483861433783
ItemKNNCFRecommender,15.282857237974202,500,rp3beta,bm25,0.017354959474631292
ItemKNNCFRecommender,18.393679648157246,492,rp3beta,bm25,0.01731547379745843
ItemKNNCFRecommender,11.562355699245392,480,rp3beta,bm25,0.017425893304198498
ItemKNNCFRecommender,11.934774416935829,374,rp3beta,bm25,0.017499620266763747
ItemKNNCFRecommender,48.20151761547792,373,rp3beta,bm25,0.01668863140183229
ItemKNNCFRecommender,77.970550688583,377,rp3beta,bm25,0.01605304302095716
ItemKNNCFRecommender,37.196553956461074,410,rp3beta,bm25,0.01692399964959339
ItemKNNCFRecommender,80.17877700800344,341,rp3beta,bm25,0.016019470250002544
ItemKNNCFRecommender,13.850640555568004,435,rp3beta,bm25,0.01738132057957199
ItemKNNCFRecommender,98.88422636122685,325,rp3beta,bm25plus,0.016079121864328635
ItemKNNCFRecommender,36.537293042734085,467,rp3beta,bm25,0.016897171225475485
ItemKNNCFRecommender,13.607067727968547,418,rp3beta,bm25,0.017427592385096075
ItemKNNCFRecommender,33.785401215181295,408,rp3beta,bm25,0.016980687357104837
ItemKNNCFRecommender,63.60353339531832,399,rp3beta,bm25,0.016319137323712818
ItemKNNCFRecommender,10.88993726794719,470,rp3beta,bm25,0.017469120736012065
ItemKNNCFRecommender,32.980661753233676,343,rp3beta,bm25,0.017066951113144574
ItemKNNCFRecommender,44.57252188822182,421,rp3beta,bm25,0.016759112265484984
