recommender,shrink,topk,similarity,normalization,MAP
ItemKNNCFRecommender,84,984,rp3beta,tfidf,0.04099371990961581
ItemKNNCFRecommender,126,1398,rp3beta,bm25plus,0.03976541233542492
ItemKNNCFRecommender,105,882,rp3beta,bm25plus,0.04025147482089578
ItemKNNCFRecommender,124,1951,rp3beta,tfidf,0.03981662168174183
ItemKNNCFRecommender,127,1936,rp3beta,tfidf,0.039739191915851846
ItemKNNCFRecommender,71,1796,rp3beta,bm25plus,0.041354193263789855
ItemKNNCFRecommender,109,1985,rp3beta,bm25plus,0.04025492445750209
ItemKNNCFRecommender,169,1238,rp3beta,bm25plus,0.038767254906922344
ItemKNNCFRecommender,88,1250,rp3beta,bm25plus,0.04086328590338037
ItemKNNCFRecommender,91,1445,rp3beta,tfidf,0.04071687889344538
ItemKNNCFRecommender,20,199,rp3beta,bm25plus,0.04391635210601067
ItemKNNCFRecommender,16,106,rp3beta,bm25plus,0.043796051874064025
ItemKNNCFRecommender,14,221,rp3beta,bm25plus,0.04394609921237324
ItemKNNCFRecommender,11,148,rp3beta,bm25plus,0.04401789876755691
ItemKNNCFRecommender,44,489,rp3beta,bm25plus,0.042640789077696944
ItemKNNCFRecommender,48,498,rp3beta,bm25plus,0.04250832325501203
ItemKNNCFRecommender,11,469,rp3beta,bm25plus,0.04415624445860731
ItemKNNCFRecommender,48,669,rp3beta,bm25plus,0.04234549427171694
ItemKNNCFRecommender,188,434,rp3beta,tfidf,0.038128925298795587
ItemKNNCFRecommender,31,715,rp3beta,bm25plus,0.04309026090772935
ItemKNNCFRecommender,65,358,rp3beta,bm25plus,0.04195935978642776
ItemKNNCFRecommender,11,295,rp3beta,bm25plus,0.044186626216866476
ItemKNNCFRecommender,34,314,rp3beta,bm25plus,0.043360606331754425
ItemKNNCFRecommender,10,661,rp3beta,bm25plus,0.04395196632331849
ItemKNNCFRecommender,31,147,rp3beta,bm25plus,0.043615170183099905
ItemKNNCFRecommender,58,586,rp3beta,bm25plus,0.04201987735965588
ItemKNNCFRecommender,27,825,rp3beta,bm25plus,0.04315862059865092
ItemKNNCFRecommender,148,321,rp3beta,tfidf,0.03916142904326438
ItemKNNCFRecommender,39,296,rp3beta,bm25plus,0.0431428038709736
ItemKNNCFRecommender,76,929,rp3beta,tfidf,0.04122932798719153
ItemKNNCFRecommender,56,528,rp3beta,bm25plus,0.042163553842525715
ItemKNNCFRecommender,10,727,rp3beta,bm25plus,0.04397656372523537
ItemKNNCFRecommender,11,777,rp3beta,bm25plus,0.043915172034897414
