recommenders,alpha,beta,MAP
P3alpha + RP3beta,0.39412214831210535,0.8164022411620371,0.0076798143488065
P3alpha + RP3beta,0.4076358370026498,0.7069128286385171,0.007646555676759221
P3alpha + RP3beta,0.7398778176132267,0.8842918645566481,0.0075529553805992675
P3alpha + RP3beta,0.709612958139245,0.33991907016770273,0.007340393334496938
