ItemKNNCFRecommender,510.66400701723893,4074,rp3beta,bm25plus,0.004805809872126018
ItemKNNCFRecommender,1028.1136031761841,4460,rp3beta,tfidf,0.004686000013149557
ItemKNNCFRecommender,588.2867811397375,5175,rp3beta,tfidf,0.004834927815986796
ItemKNNCFRecommender,1406.1734567940207,3466,rp3beta,bm25plus,0.004578208298528477
ItemKNNCFRecommender,704.8237020484931,4033,rp3beta,bm25,0.004683218843949893
ItemKNNCFRecommender,655.2799355087617,4305,rp3beta,tfidf,0.00479974269395056
ItemKNNCFRecommender,515.973466058748,5800,rp3beta,bm25,0.004757926198102776
ItemKNNCFRecommender,747.5534139409081,1403,rp3beta,bm25,0.0046690022417178656
ItemKNNCFRecommender,514.7137540671694,4312,rp3beta,bm25plus,0.004804199465692966
ItemKNNCFRecommender,1040.4545044826132,1666,rp3beta,tfidf,0.004683165220318932
ItemKNNCFRecommender,1889.6995912874054,5994,rp3beta,tfidf,0.004581694916211029
ItemKNNCFRecommender,959.1433360427798,2564,rp3beta,bm25plus,0.004663389525096272
ItemKNNCFRecommender,1418.8010970088205,5178,rp3beta,bm25plus,0.0045769180848197625
ItemKNNCFRecommender,850.2019829150641,2799,rp3beta,bm25plus,0.004683910890281793
ItemKNNCFRecommender,1783.744825879134,526,rp3beta,tfidf,0.004575837994852082
