recommender,alpha,beta,TopK,MAP
RP3betaRecommender,0.45348782198141024,0.23877823182785632,477,0.011751680666365592
RP3betaRecommender,0.6604348243511151,0.44570395940773877,320,0.01265321382040951
RP3betaRecommender,0.823728218142505,0.4427755782837026,254,0.012586115531369952
RP3betaRecommender,0.8432419661594849,0.6497114859650176,400,0.011050787289029418
RP3betaRecommender,0.40169605512285667,0.37720881855510735,297,0.012521072611622205
RP3betaRecommender,0.33305960232437287,0.810917104968746,390,0.007586719502879836
RP3betaRecommender,0.3912051914281065,0.35040540863323033,459,0.01228977024259156
RP3betaRecommender,0.15121909057569188,0.6868530740724199,143,0.010242080639942856
RP3betaRecommender,0.4747750171339705,0.37563319329627787,375,0.012458612862197165
RP3betaRecommender,0.4390986734871224,0.7085535520405902,103,0.010464581622231638
RP3betaRecommender,0.6918710483666834,0.10530895812405355,225,0.012064735696020939
RP3betaRecommender,0.7005547213003633,0.5363645272542097,259,0.012606588400842462
RP3betaRecommender,0.6528438267754608,0.5531230026094065,209,0.012530630537753764
RP3betaRecommender,0.6347045531363105,0.550734045436536,324,0.012514323809246983
RP3betaRecommender,0.7311133601737416,0.5053695390747841,300,0.012640785432804998
RP3betaRecommender,0.8917771826343805,0.2576639201875803,319,0.01203739327481618
RP3betaRecommender,0.5806413384106691,0.4573329404887528,349,0.012668073107232428
RP3betaRecommender,0.5394536442296276,0.894546599197481,349,0.00535602276479291
RP3betaRecommender,0.5643001608049192,0.27804890256056136,447,0.011966238437395962
RP3betaRecommender,0.2500628787012173,0.16021846792959393,426,0.011516028556615718
RP3betaRecommender,0.5766021587618199,0.4621451776808657,182,0.012746248273718758
RP3betaRecommender,0.589096465839721,0.45045288294050484,178,0.012756558041120664
RP3betaRecommender,0.5762445308448447,0.6154366113419538,170,0.012023776496198648
RP3betaRecommender,0.5798314295373369,0.44109339598221026,177,0.012753203423730888
RP3betaRecommender,0.7430223928819734,0.33438899837378844,169,0.012626867289428778
RP3betaRecommender,0.5167917141263005,0.6004601626823997,138,0.012123992499445818
RP3betaRecommender,0.624744776626578,0.4249471349229876,202,0.012717145961984058
RP3betaRecommender,0.7761339980195181,0.4720546348137978,102,0.012630301215459988
RP3betaRecommender,0.31458465466062063,0.29372336456547204,250,0.012358366147959893
RP3betaRecommender,0.4733274046639088,0.20188409128399887,178,0.012374760233836064
RP3betaRecommender,0.6084045896817564,0.4084382074875261,142,0.01274225055866301
RP3betaRecommender,0.6078119751747435,0.5017983167812273,136,0.012654569821510295
RP3betaRecommender,0.5214384713485638,0.40298807670188985,184,0.012708618501318736
RP3betaRecommender,0.6713623793045358,0.3220001677752782,149,0.012631177957809072
RP3betaRecommender,0.5994198777578991,0.4312856689245079,225,0.01274386444870867
RP3betaRecommender,0.4231340559444696,0.4739721513587123,227,0.012718977094330059
RP3betaRecommender,0.5034649093493991,0.5922831130170322,278,0.01231595021117343
RP3betaRecommender,0.7947592210148113,0.37370060184956655,204,0.012607822318785345
RP3betaRecommender,0.5454179268754118,0.4433998888384483,495,0.012544651560063482
RP3betaRecommender,0.36000952687528603,0.5179687883251354,238,0.012616687614719102
RP3betaRecommender,0.47602611297871056,0.7310265332945324,121,0.010021116438471464
RP3betaRecommender,0.6066007250383652,0.39657591706509926,157,0.012726871511090814
RP3betaRecommender,0.5870566865344042,0.4202329268604281,198,0.012737193182422247
RP3betaRecommender,0.669060881363947,0.34635770011966793,123,0.012689997122852372
RP3betaRecommender,0.6259852168350641,0.48266577147469036,189,0.01271275001099407
RP3betaRecommender,0.7121256321581091,0.3749284012264062,219,0.012618454264401039
RP3betaRecommender,0.6549507505825066,0.5626797922888458,156,0.01243086403118111
RP3betaRecommender,0.551022775020384,0.6600425561661374,268,0.011517283384911686
RP3betaRecommender,0.7498370464961582,0.3101308582809358,120,0.012673577239075862
RP3betaRecommender,0.45178443588531747,0.447571614821454,236,0.012752685766309214
