recommender,topk,shrink,MAP
ItemKNNCBFRecommender,288,28.873395726584906,5.5098986750308185e-05
ItemKNNCBFRecommender,40,135.69200530252485,4.308192632776817e-05
ItemKNNCBFRecommender,209,169.07878245886113,4.4458752903399904e-05
ItemKNNCBFRecommender,267,26.02250705457325,5.117924210426628e-05
ItemKNNCBFRecommender,63,186.315072186619,3.857663595137337e-05
ItemKNNCBFRecommender,293,63.184923539405574,4.626863941836036e-05
ItemKNNCBFRecommender,190,138.33055973572843,4.622570954840566e-05
ItemKNNCBFRecommender,478,30.024244561808608,5.4326906531151484e-05
ItemKNNCBFRecommender,189,143.9368798271775,4.589788075146272e-05
ItemKNNCBFRecommender,310,42.058984263704275,4.885557625290611e-05
ItemKNNCBFRecommender,419,88.01837042087466,5.0673025769622195e-05
ItemKNNCBFRecommender,489,17.583241609280734,5.217873661939643e-05
ItemKNNCBFRecommender,388,65.13841834036981,4.715704488206414e-05
ItemKNNCBFRecommender,500,10.825614470885412,5.0793112904916746e-05
ItemKNNCBFRecommender,384,93.38949561406471,4.7183624655270684e-05
ItemKNNCBFRecommender,329,47.64386019725768,4.818925586433473e-05
ItemKNNCBFRecommender,103,73.14252154702088,4.078664513878149e-05
ItemKNNCBFRecommender,426,108.3196057030508,4.9631289822749255e-05
ItemKNNCBFRecommender,131,36.71689280852694,4.456604189937804e-05
ItemKNNCBFRecommender,358,114.67712503932674,4.751590007617978e-05
ItemKNNCBFRecommender,437,51.054637046324615,4.7910914846662334e-05
ItemKNNCBFRecommender,490,10.66752126935421,5.135503195849219e-05
ItemKNNCBFRecommender,461,26.05863633659068,6.316938942516463e-05
ItemKNNCBFRecommender,453,32.1269993799787,5.5522513587296594e-05
ItemKNNCBFRecommender,359,55.12538937284283,5.211991017552018e-05
ItemKNNCBFRecommender,453,78.07643470108303,5.415487364365249e-05
ItemKNNCBFRecommender,232,26.72487128323452,6.020656656702256e-05
ItemKNNCBFRecommender,255,42.087126354892575,5.081880962940374e-05
ItemKNNCBFRecommender,220,26.719059896336542,5.7457583399001596e-05
ItemKNNCBFRecommender,216,23.498419376987698,5.3052826279784794e-05
ItemKNNCBFRecommender,144,58.7685843055858,6.664388576956713e-05
ItemKNNCBFRecommender,147,60.58213796974309,5.112435990772702e-05
ItemKNNCBFRecommender,231,26.947794174044024,5.776589414829683e-05
ItemKNNCBFRecommender,157,42.900554758124386,4.704827681690575e-05
ItemKNNCBFRecommender,10,16.726487838468607,3.2932013347579256e-05
ItemKNNCBFRecommender,237,76.48951701665311,4.257858633438689e-05
ItemKNNCBFRecommender,110,33.08534083809036,4.424139750996707e-05
ItemKNNCBFRecommender,271,24.33277916575817,5.303853141303564e-05
ItemKNNCBFRecommender,70,119.82269267860902,4.161704690743473e-05
ItemKNNCBFRecommender,180,155.55549819742032,4.608044147052676e-05
ItemKNNCBFRecommender,290,55.00296009121426,4.739328345732725e-05
ItemKNNCBFRecommender,220,22.961340950484846,6.440744397212051e-05
ItemKNNCBFRecommender,173,190.23276295895366,4.490345312738603e-05
ItemKNNCBFRecommender,251,36.36427218776761,4.755213780184398e-05
ItemKNNCBFRecommender,236,17.58727244170016,5.483661043719093e-05
ItemKNNCBFRecommender,197,22.766856631135365,6.22707142803136e-05
ItemKNNCBFRecommender,202,19.87396388608371,5.620035677931354e-05
ItemKNNCBFRecommender,159,67.01183406496405,4.4005498824030756e-05
ItemKNNCBFRecommender,124,10.140066960227516,4.8042537564829813e-05
ItemKNNCBFRecommender,200,89.6941889258019,4.432605224247153e-05
ItemKNNCBFRecommender,317,46.193050008538805,4.280794044912978e-05
ItemKNNCBFRecommender,280,28.77469205974304,5.2638084347972305e-05
ItemKNNCBFRecommender,235,35.98133339026724,4.8066744425386904e-05
ItemKNNCBFRecommender,76,20.741961854973592,4.689779910029589e-05
ItemKNNCBFRecommender,192,39.698263816168144,4.405176902162623e-05
ItemKNNCBFRecommender,214,178.4576243586709,4.3297150498259257e-05
ItemKNNCBFRecommender,170,50.678440753344596,4.370313829139895e-05
ItemKNNCBFRecommender,263,28.751216755028146,4.971123411723689e-05
ItemKNNCBFRecommender,308,15.37274563261893,3.791991676116301e-05
ItemKNNCBFRecommender,131,60.11768403360523,5.3921481167254574e-05
ItemKNNCBFRecommender,235,69.29946351416044,4.396081708960077e-05
ItemKNNCBFRecommender,209,26.826905307593048,5.561420955111065e-05
ItemKNNCBFRecommender,218,30.390850563573956,4.57057607751449e-05
ItemKNNCBFRecommender,189,23.736303283154026,5.207803589584084e-05
ItemKNNCBFRecommender,223,43.79072649463517,4.540829447455564e-05
ItemKNNCBFRecommender,146,13.714671885899309,4.829131899660073e-05
ItemKNNCBFRecommender,250,35.876352013656934,5.020775869586584e-05
ItemKNNCBFRecommender,271,54.86000720941723,4.950685593895596e-05
ItemKNNCBFRecommender,391,21.59439780752939,6.987385783620939e-05
ItemKNNCBFRecommender,401,83.6018198305053,4.5907700580735087e-05
ItemKNNCBFRecommender,465,21.10462845129495,5.9710295286461796e-05
ItemKNNCBFRecommender,458,99.96305210314365,5.0807548782629355e-05
ItemKNNCBFRecommender,484,21.75202181258321,5.5926073409330074e-05
ItemKNNCBFRecommender,464,15.036189799760875,4.84272061494538e-05
ItemKNNCBFRecommender,432,39.55950826318043,4.709098552784858e-05
ItemKNNCBFRecommender,367,31.19834263677481,5.054497507835946e-05
ItemKNNCBFRecommender,415,22.190237348729887,6.243252725756693e-05
ItemKNNCBFRecommender,411,19.015919984347107,5.7595519031502585e-05
ItemKNNCBFRecommender,433,11.381425406393452,6.166597094672607e-05
ItemKNNCBFRecommender,445,12.90386390305686,5.2042983501992135e-05
ItemKNNCBFRecommender,380,47.3917007982314,4.8634836713694534e-05
ItemKNNCBFRecommender,474,10.512249076650924,4.609507476056144e-05
ItemKNNCBFRecommender,413,23.74965667543872,5.321422616942546e-05
ItemKNNCBFRecommender,344,33.70383663125503,4.944479944146328e-05
ItemKNNCBFRecommender,441,18.711270054941796,4.952049075694206e-05
ItemKNNCBFRecommender,425,132.1142328316403,4.77940769657628e-05
ItemKNNCBFRecommender,394,24.56505462127936,6.306765742371186e-05
ItemKNNCBFRecommender,398,26.021450947784327,5.117733925649793e-05
ItemKNNCBFRecommender,382,37.922325534753305,4.970117227764785e-05
ItemKNNCBFRecommender,392,31.363741069003343,5.1640688720761364e-05
ItemKNNCBFRecommender,496,15.512628591817125,5.3924381103357545e-05
ItemKNNCBFRecommender,470,22.049038031473696,5.0507976569209406e-05
ItemKNNCBFRecommender,453,10.200372612763797,5.2538019421995754e-05
ItemKNNCBFRecommender,422,18.432782062018706,5.098435159166503e-05
ItemKNNCBFRecommender,404,27.00448373218737,5.6309614228292874e-05
ItemKNNCBFRecommender,368,33.53896264500578,4.917435614664622e-05
ItemKNNCBFRecommender,99,22.028149693013457,4.5037364622615435e-05
ItemKNNCBFRecommender,439,39.71582361731802,4.7923377956067466e-05
ItemKNNCBFRecommender,336,16.18237611088903,5.974715690039734e-05
ItemKNNCBFRecommender,305,14.927569736083424,3.827487822386121e-05
ItemKNNCBFRecommender,349,28.263866105485558,5.469681663659397e-05
ItemKNNCBFRecommender,430,17.96358630439053,5.180463889952622e-05
ItemKNNCBFRecommender,326,24.878736317151635,5.555251681772146e-05
ItemKNNCBFRecommender,245,43.35325750850713,4.5203824842457887e-05
ItemKNNCBFRecommender,459,20.739681195841204,5.7121191522445165e-05
ItemKNNCBFRecommender,409,33.71947388913739,5.629190447308062e-05
ItemKNNCBFRecommender,482,13.16098919894096,4.369852106220057e-05
ItemKNNCBFRecommender,377,28.83766848742909,5.3343717699326267e-05
ItemKNNCBFRecommender,447,23.348798035791148,5.2717396307853705e-05
ItemKNNCBFRecommender,390,17.12593966536175,5.0715051672722604e-05
ItemKNNCBFRecommender,202,51.898991077456195,4.607924506595478e-05
ItemKNNCBFRecommender,258,26.38806022452375,5.447857341764004e-05
ItemKNNCBFRecommender,174,30.532214493937815,5.299668365568033e-05
ItemKNNCBFRecommender,223,13.968787147100533,4.423576813399063e-05
ItemKNNCBFRecommender,277,20.293040707483033,6.298073689034694e-05
ItemKNNCBFRecommender,339,19.87798872035853,5.812539298629942e-05
ItemKNNCBFRecommender,417,158.55961730460788,4.672487264878566e-05
ItemKNNCBFRecommender,293,10.212781606571074,5.164651777095653e-05
ItemKNNCBFRecommender,370,35.360429859951154,4.547063312534808e-05
ItemKNNCBFRecommender,355,23.09359313921021,5.193694278663448e-05
ItemKNNCBFRecommender,299,39.85622068988031,4.758966645824583e-05
ItemKNNCBFRecommender,332,19.537151866902978,5.994761015970485e-05
ItemKNNCBFRecommender,279,15.412746731422338,4.7549768256642034e-05
ItemKNNCBFRecommender,319,18.526042401549546,6.871334655008205e-05
ItemKNNCBFRecommender,319,29.449288059037748,4.907503035678378e-05
ItemKNNCBFRecommender,327,17.810735315473078,4.994996221111889e-05
ItemKNNCBFRecommender,281,25.329921619415597,5.707048608609184e-05
ItemKNNCBFRecommender,244,12.85292155870303,4.266712546897116e-05
ItemKNNCBFRecommender,316,32.17057979563529,6.152838732765528e-05
ItemKNNCBFRecommender,159,36.8330097106274,4.616917885032803e-05
ItemKNNCBFRecommender,313,32.832599935364634,5.9590675199906264e-05
ItemKNNCBFRecommender,332,19.049155061971064,5.994761015970485e-05
ItemKNNCBFRecommender,269,21.231156036777662,6.056598537474187e-05
ItemKNNCBFRecommender,262,25.337792007034235,5.495654985185262e-05
ItemKNNCBFRecommender,273,20.333317702073785,6.340106992057252e-05
ItemKNNCBFRecommender,230,30.53023763665432,4.3375819330431535e-05
ItemKNNCBFRecommender,265,23.634038624964788,5.5889214744237285e-05
ItemKNNCBFRecommender,287,28.025397368752863,5.39661457343524e-05
ItemKNNCBFRecommender,250,45.491748850262155,4.5327893572045094e-05
ItemKNNCBFRecommender,276,10.086179764380487,5.53863243134925e-05
ItemKNNCBFRecommender,193,123.03194459482697,4.538135751861348e-05
ItemKNNCBFRecommender,240,19.757701609403085,4.8992205106761166e-05
ItemKNNCBFRecommender,289,22.961367488693767,6.222070415152056e-05
ItemKNNCBFRecommender,294,22.832648718051008,6.068065203063244e-05
ItemKNNCBFRecommender,302,22.92746938976196,6.888078894460309e-05
ItemKNNCBFRecommender,298,13.825167727439242,4.105259268345499e-05
ItemKNNCBFRecommender,312,25.315594403224836,5.6518984659365976e-05
ItemKNNCBFRecommender,289,30.572121480723382,4.8698610277903564e-05
ItemKNNCBFRecommender,307,17.014288612984036,5.596331851177526e-05
ItemKNNCBFRecommender,298,34.66091713366997,5.209653221656299e-05
ItemKNNCBFRecommender,51,22.80716173339014,4.2749712260988416e-05
ItemKNNCBFRecommender,269,21.59143853483978,6.056598537474187e-05
ItemKNNCBFRecommender,285,27.188066283932216,6.047538377502792e-05
ItemKNNCBFRecommender,271,15.611300396684504,5.425014773617585e-05
ItemKNNCBFRecommender,319,21.33402835849187,6.253626984532055e-05
ItemKNNCBFRecommender,302,24.78646658047184,5.1470943488491815e-05
ItemKNNCBFRecommender,320,13.251575507536105,3.247864536761691e-05
